ID,AGE,USE,ACCESS_DISTANCE,EGRESS_DISTANCE,ACCESS_TIME,EGRESS_TIME,ALT1,ALT2,ALT3,ALT4,WB,GENDER,UNO,SERO,VEHICLE,DM1,DM2,DM3,DM4,DM5,DM6,DE1,DE2,DE3,DE4,DE5,DE6
2435,22.0,4,2.75,0.3,20,5,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2436,40.0,1,1.25,0.3,15,5,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2437,30.0,4,0.3,0.3,5,2,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2438,22.0,1,2.25,0.3,10,5,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2439,22.0,3,0.75,0.3,10,7,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2440,22.0,4,0.3,0.75,3,7,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2441,22.0,4,5.0,0.3,15,5,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2442,22.0,4,0.75,0.3,10,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2443,30.0,1,0.75,0.3,15,2,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2444,22.0,1,0.75,0.3,10,5,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2445,30.0,2,0.3,0.75,8,10,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2446,30.0,2,0.3,1.75,2,5,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2447,54.0,4,0.3,0.3,5,5,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2448,22.0,4,0.75,0.3,10,5,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2449,22.0,3,1.25,1.75,15,10,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2450,54.0,3,0.3,0.75,5,7,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2451,22.0,1,1.25,0.75,20,5,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2452,54.0,4,0.3,3.75,5,15,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2453,30.0,4,0.3,0.3,2,3,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2454,30.0,3,1.75,1.75,20,20,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2455,30.0,4,4.75,0.3,20,3,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
2456,40.0,4,0.75,1.75,13,8,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2457,22.0,3,1.75,2.75,7,5,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2458,22.0,4,0.3,0.75,5,10,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2459,22.0,1,0.3,0.3,2,5,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2460,22.0,3,0.75,5.0,5,15,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2461,22.0,3,0.75,1.75,5,10,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2462,30.0,1,0.75,0.3,15,3,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2463,30.0,4,3.25,0.75,25,10,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2464,22.0,3,0.75,2.75,8,20,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2465,22.0,1,0.75,0.3,8,5,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2466,22.0,1,0.75,0.3,10,3,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2467,22.0,4,0.3,0.3,3,5,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2468,30.0,3,0.3,0.75,5,15,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2469,30.0,2,0.3,0.75,5,10,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2470,22.0,4,3.75,0.3,20,5,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2471,40.0,4,0.75,1.75,10,12,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2472,30.0,3,1.75,1.25,15,15,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2473,22.0,4,0.3,0.75,10,10,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2474,40.0,4,0.75,0.75,4,5,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2475,30.0,4,0.3,0.75,3,10,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2476,30.0,4,3.25,0.75,15,10,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2477,30.0,3,0.75,5.0,7,10,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2478,22.0,2,0.75,1.25,10,7,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2479,22.0,4,0.3,0.3,5,5,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2480,22.0,4,0.75,0.75,10,5,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2481,22.0,4,0.75,0.75,5,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2482,30.0,1,2.75,0.3,10,5,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2483,40.0,4,0.3,0.75,7,10,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2484,22.0,4,0.3,0.3,5,5,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2485,22.0,1,1.25,0.75,5,5,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2486,22.0,4,0.3,0.3,3,7,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2487,22.0,4,0.75,0.3,5,5,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2488,30.0,4,1.25,0.75,15,10,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2489,30.0,4,0.3,0.75,5,10,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2490,22.0,2,0.3,1.25,5,5,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2491,30.0,4,0.3,0.3,5,3,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2492,22.0,4,0.3,0.3,5,5,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2493,22.0,2,0.3,0.75,3,10,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
