ID,AGE,USE,ACCESS_DISTANCE,EGRESS_DISTANCE,ACCESS_TIME,EGRESS_TIME,ALT1,ALT2,ALT3,ALT4,WB,GENDER,UNO,SERO,VEHICLE,DM1,DM2,DM3,DM4,DM5,DM6,DE1,DE2,DE3,DE4,DE5,DE6
224,65.0,4,0.75,0.75,10,10,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
225,22.0,4,0.3,2.75,8,10,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
226,54.0,4,0.75,4.75,10,20,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
227,22.0,3,0.75,0.75,10,10,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
228,22.0,3,0.3,0.3,5,5,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
229,22.0,2,0.75,0.75,10,6,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
230,40.0,3,5.0,2.25,20,15,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
231,22.0,1,0.3,0.3,3,5,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
232,22.0,4,1.25,0.75,10,10,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
233,22.0,3,0.3,1.25,2,10,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
234,22.0,4,1.25,0.75,10,5,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
235,22.0,2,0.3,5.0,3,10,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
236,22.0,4,0.75,0.75,7,15,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
237,40.0,4,0.3,0.3,1,3,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
238,22.0,3,0.3,0.75,5,8,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
239,22.0,4,0.3,0.3,5,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
240,22.0,4,2.75,1.75,20,15,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
241,22.0,4,0.75,0.75,10,3,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
242,54.0,4,2.25,0.75,10,5,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
243,22.0,4,0.75,2.25,5,10,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
244,30.0,3,1.25,1.25,8,8,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
245,30.0,3,1.25,0.75,20,15,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
246,22.0,4,0.3,0.3,2,2,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
247,30.0,4,4.75,1.25,10,8,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
248,22.0,3,2.75,1.25,10,10,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
249,22.0,4,0.75,0.3,10,2,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
250,30.0,3,0.3,0.75,2,8,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
251,30.0,3,1.25,1.25,15,15,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
252,65.0,4,0.75,5.0,5,30,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
253,30.0,3,1.75,1.75,20,20,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
254,40.0,4,0.75,1.75,8,20,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
255,40.0,4,0.3,2.75,10,20,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
256,30.0,4,0.75,5.0,10,30,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
257,22.0,4,0.3,0.3,5,5,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
258,40.0,4,0.3,0.3,5,10,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
259,22.0,3,0.3,0.75,10,7,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
260,40.0,4,2.75,5.0,15,30,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
261,65.0,4,0.3,3.75,10,25,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
262,22.0,1,1.75,0.3,15,2,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
263,30.0,4,2.75,0.75,10,4,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
264,30.0,4,0.3,0.75,10,15,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
265,30.0,4,0.3,5.0,5,60,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
266,22.0,3,1.75,0.3,5,5,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
267,22.0,1,0.3,0.75,5,7,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
268,22.0,3,0.75,1.75,5,5,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
269,30.0,4,0.3,0.3,8,5,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
270,40.0,4,0.3,0.3,5,10,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
271,30.0,1,1.25,0.3,5,2,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
272,22.0,4,0.3,1.75,10,15,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
273,40.0,4,0.3,0.3,10,5,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
274,22.0,3,0.3,0.3,5,7,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
275,54.0,3,1.75,0.75,20,10,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
276,30.0,3,1.25,0.3,10,5,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
277,54.0,4,1.75,0.3,2,5,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
278,40.0,4,0.75,1.25,7,10,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
279,54.0,4,0.3,3.75,10,25,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
280,40.0,4,0.75,0.3,10,3,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
281,54.0,4,0.3,0.3,5,2,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
282,30.0,4,0.3,0.3,10,7,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
283,30.0,4,0.75,1.75,10,5,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
284,30.0,4,0.75,5.0,5,15,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
285,40.0,4,5.0,0.3,25,5,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
286,40.0,4,0.3,0.3,5,5,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
287,30.0,4,1.75,1.75,15,13,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
288,22.0,4,0.75,0.3,15,10,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
289,22.0,3,1.75,0.3,5,2,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
290,22.0,4,0.3,0.75,3,5,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
291,22.0,4,0.3,0.75,5,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
292,30.0,2,1.25,2.75,20,10,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
293,22.0,3,0.3,0.3,5,5,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
294,40.0,3,4.75,1.75,10,10,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
295,30.0,4,1.75,0.3,5,5,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
296,30.0,3,0.75,0.3,10,5,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
297,22.0,4,0.75,0.75,7,7,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
298,22.0,4,0.75,0.3,6,2,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
299,22.0,4,1.25,0.3,10,10,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
300,40.0,4,0.3,0.3,2,5,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
301,40.0,4,1.25,0.3,15,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
302,54.0,4,0.3,0.3,5,5,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
303,22.0,4,1.25,0.75,10,5,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
304,40.0,4,0.3,0.3,5,5,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
305,40.0,4,0.3,0.3,5,5,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
306,22.0,3,0.75,0.75,5,8,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
307,30.0,3,0.75,5.0,5,20,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
308,22.0,4,1.75,0.3,10,7,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
309,22.0,4,4.75,0.3,20,5,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
310,22.0,1,4.75,0.3,35,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
311,30.0,4,0.3,0.3,5,5,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
312,22.0,4,0.75,0.75,5,5,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
313,40.0,1,2.25,0.3,15,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
314,40.0,4,1.25,0.75,5,5,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
315,40.0,4,1.75,0.3,10,2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
316,22.0,2,5.0,2.75,60,10,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
317,22.0,3,0.3,0.3,5,5,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
318,30.0,4,0.3,5.0,10,60,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
319,40.0,4,0.3,0.3,6,2,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
320,22.0,4,1.75,0.3,15,3,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
321,22.0,3,2.75,0.75,20,10,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
322,40.0,3,0.3,5.0,2,30,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
323,22.0,2,0.3,3.25,5,15,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
324,30.0,4,0.3,5.0,2,20,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
325,54.0,4,4.75,0.3,20,10,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
326,22.0,2,0.3,1.75,5,20,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
327,30.0,3,1.25,0.3,5,5,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
328,22.0,2,2.75,3.25,5,10,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
329,22.0,3,1.75,1.75,10,10,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
330,30.0,3,0.75,0.75,10,10,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
331,30.0,4,0.3,4.25,5,20,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
332,22.0,4,2.25,0.3,15,5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
333,30.0,4,0.3,0.3,5,5,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
334,22.0,4,0.3,0.3,2,3,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
335,30.0,4,0.3,0.75,5,15,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
336,22.0,4,1.75,3.25,5,10,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
337,22.0,4,0.3,0.75,3,7,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
338,65.0,1,1.75,5.0,10,20,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
339,30.0,3,2.25,0.75,20,5,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
340,22.0,4,0.3,1.25,2,15,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
341,22.0,1,2.25,0.3,15,3,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
342,22.0,4,2.25,5.0,10,20,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
343,22.0,1,0.75,0.3,2,2,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
344,30.0,3,1.25,1.75,15,20,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
345,54.0,4,3.75,0.3,10,10,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
346,22.0,4,0.3,0.3,5,3,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
347,22.0,1,0.3,0.75,3,5,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
348,30.0,3,1.25,1.25,10,10,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
349,22.0,3,0.75,0.3,5,5,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
350,30.0,2,0.3,0.3,5,5,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
351,22.0,4,0.3,0.3,3,3,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
352,22.0,2,0.3,0.75,5,10,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
353,22.0,4,0.75,0.3,5,5,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
354,22.0,4,3.75,0.3,15,5,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
355,22.0,2,0.75,0.3,5,2,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
356,30.0,3,2.75,4.75,15,20,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
357,22.0,4,0.3,3.75,5,10,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
358,40.0,3,0.75,1.25,5,20,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
359,54.0,4,0.3,0.3,5,5,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
360,30.0,2,0.3,1.25,5,10,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
361,22.0,4,0.3,1.25,5,10,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
362,54.0,1,0.75,0.3,10,5,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
363,22.0,1,1.25,0.75,10,10,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
364,22.0,3,0.3,0.75,5,7,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
365,40.0,4,0.75,3.75,2,20,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
366,22.0,2,0.3,0.75,3,10,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
367,22.0,4,0.75,0.3,7,3,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
368,22.0,3,0.75,0.75,10,10,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
369,22.0,1,2.25,0.3,8,3,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
370,22.0,4,0.3,0.3,2,5,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
371,22.0,4,1.25,0.75,10,6,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
372,22.0,4,1.75,0.75,7,10,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
373,30.0,3,0.3,0.3,2,5,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
374,30.0,2,0.75,0.75,12,10,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
375,40.0,1,2.25,0.75,10,6,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
376,22.0,3,0.3,0.3,5,5,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
377,22.0,4,0.3,0.75,5,10,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
378,22.0,4,0.3,0.3,5,2,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
379,30.0,2,1.25,0.75,15,10,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
380,22.0,2,5.0,0.3,30,10,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
381,22.0,3,1.75,0.3,10,5,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
382,22.0,1,1.25,0.3,15,5,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
383,22.0,4,0.3,1.75,2,20,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
384,30.0,4,5.0,0.75,35,10,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
385,30.0,2,0.75,2.25,10,10,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
386,30.0,4,1.25,4.75,10,15,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
387,30.0,4,0.3,0.75,0,10,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
388,30.0,4,0.75,0.75,5,7,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
389,30.0,1,0.3,1.75,3,10,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
390,22.0,4,2.75,0.75,10,5,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
391,30.0,3,0.75,0.3,10,5,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
392,30.0,4,1.25,1.25,10,10,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
393,22.0,3,1.25,0.75,5,5,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
394,40.0,4,0.75,0.3,5,2,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
395,22.0,4,0.75,0.3,7,2,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
396,22.0,4,1.75,1.75,10,15,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
397,30.0,3,1.25,1.25,15,15,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
398,22.0,2,0.3,1.25,10,30,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
399,30.0,4,1.75,5.0,6,40,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
400,22.0,3,4.75,1.25,20,15,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
401,22.0,4,1.75,0.3,10,5,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
402,30.0,1,3.25,5.0,15,45,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
403,22.0,4,3.25,0.3,30,3,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
404,22.0,4,0.3,0.3,5,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
405,22.0,3,1.75,1.25,10,10,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
406,22.0,4,5.0,0.3,30,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
407,22.0,4,0.3,2.25,5,10,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
408,30.0,4,0.75,0.3,8,5,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
409,30.0,4,1.75,0.3,10,5,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
410,22.0,4,4.75,4.25,15,10,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
411,30.0,3,0.75,0.75,10,10,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
412,22.0,3,0.75,1.75,15,10,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
413,30.0,4,0.75,0.75,10,10,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
414,30.0,4,0.3,0.3,5,7,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
415,54.0,4,1.75,1.25,10,10,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
416,30.0,3,1.25,1.25,10,10,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
417,30.0,3,2.25,0.75,10,10,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
418,30.0,1,2.75,0.75,10,7,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
419,30.0,1,0.3,0.3,5,5,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
420,30.0,3,0.75,0.75,10,10,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
421,30.0,3,0.3,0.3,5,2,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
422,22.0,4,0.75,0.3,10,4,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
423,30.0,3,1.25,1.25,3,5,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
424,30.0,4,3.75,0.75,10,10,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
425,30.0,4,1.25,0.3,15,5,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
426,30.0,2,0.3,0.75,10,10,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
427,22.0,1,2.25,0.3,7,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
428,30.0,2,0.75,1.75,10,10,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
429,30.0,3,1.25,1.75,15,6,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
430,22.0,4,0.3,0.3,5,5,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
431,30.0,3,2.75,0.3,20,5,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
432,22.0,4,0.3,0.3,10,5,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
433,22.0,1,1.75,2.25,7,10,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
434,30.0,2,0.3,2.75,5,10,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
435,30.0,2,0.75,0.75,5,5,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
436,54.0,1,2.25,0.3,15,10,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
437,30.0,4,5.0,0.3,30,10,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
438,22.0,4,1.25,0.75,15,10,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
439,22.0,4,1.75,0.75,15,10,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
440,40.0,1,3.25,0.75,10,12,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
441,22.0,2,1.75,1.75,10,20,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
442,40.0,3,0.3,0.3,3,2,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
443,40.0,1,1.25,0.3,17,5,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
444,30.0,1,2.75,0.75,10,15,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
445,54.0,3,2.25,2.25,5,10,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
446,22.0,4,1.25,1.25,10,5,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
