ID,O_LEVEL,OM_LEVEL,A_LEVEL_DIFF,A_SLOPE_TYPE,DM_LEVEL,D_LEVEL,E_LEVEL_DIFF,E_SLOPE_TYPE,M_ORIGIN,M_DESTINATION,D_LANDMARK,D_LAT,D_LONG,E_DISTANCE_MAP,E_TIME_MAP,D_TYPE,O_LANDMARK,O_LAT,O_LONG,A_DISTANCE_MAP,A_TIME_MAP,O_TYPE,START_TIME,TRIP_SEQUENCE,TOTAL_TIME,ACCESS_MODE,ACCESS_TIME,ACCESS_DISTANCE,WT_FS,EGRESS_MODE,EGRESS_TIME,EGRESS_DISTANCE,WT_FIS,BICYCLE_USE,TRANSFER_TIME,WAITING_TIME_SECOND_STOP,PASS,TOTAL_COST,CROWDING,GENDER,S_1,S_2,S_3,AGE,EDUCATION,OCCUPATION,INCOME,CARS,TWO_WHEELER,N_BICYCLES,OTHERS,PARKING,PARK_RENT,PARK,DESTINATION,ORIGIN,TRIP,AGE_C,ACCESS_DIS,EGRESS_DIS,RENT_BICYCLE,MALE,ACCESS_M,EGRESS_M,ACCESS_DIS_B,EGRESS_DIS_B,VEHICLE
222,905,905,0,flat,906,910,4,rise,Jalahalli (green line),National College (green line),"National college,",12.94872791,77.57276163,1,3,Work,"Chikkabanavara, chikkabanavara bus stand ",13.08121228,77.51024518,5.8,20,Home,15:40:00,Metro ,60,Two-Wheeler ,20,> 5 km ,6,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,,Metro ,36-45 yrs ,Postgraduate,Employed,"50,001 – 1,00,000",1,1,0,0,0,10,-1,2,1,1,3,11,2,4,1,3,1,5,2,1
224,,,,,907,914,7,rise,Sandal Soap Factory (green line),Konanakunte Cross (green line),"Koran kontencross,falcon city",12.8856092,77.56461449,0.65,9,Home,Manipal hospital ,13.01414313,77.55630555,0.65,10,Other,15:45:00,Metro ,50,Walk ,10,0.5 to 1 km ,3,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Male,,,Metro ,> 60 yrs ,Postgraduate,Unemployed,>2 Lakhs,2,0,0,0,0,10,-1,1,8,1,5,2,2,4,1,1,1,2,2,1
225,903,903,0,parabola,915,915,0,mixed,Jalahalli (green line),Baiyappanahalli (purple line),"OMBR layout, chikkabanswadi",13.00744569,77.64833274,3.5,10,Home,Acharya college ,13.03570386,77.51856818,0.7,11,School,16:30:00,Metro ,90,Walk ,8,< 0.5 km ,8,Two-Wheeler ,10,2.5 km to 3 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,,Metro ,18-25 yrs ,Graduate,Student,,0,2,0,0,0,10,-1,1,3,1,1,1,6,4,1,1,3,1,4,1
228,916,925,9,rise,905,905,0,flat,Rajajinagar (green line),Dasarahalli (green line),Dasarahalli royal supermarket,13.04968998,77.50855648,1,15,Home,Unacademy centre rajaji nagar,13.00309125,77.54939223,0.3,4,School,04:10:00,Metro ,30,Walk ,5,< 0.5 km ,3,Walk ,5,< 0.5 km ,,For both access and egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,,Metro ,18-25 yrs ,12th,Student,,1,1,0,0,0,10,-1,1,3,1,1,1,1,3,1,1,1,1,1,1
230,907,907,0,flat,926,913,-13,fall,Jalahalli (green line),Cubbon Park (purple line),"Cubbon park, unity building ",12.96703084,77.61206347,2.6,15,Work,"BIEC, madhavara",13.05734747,77.47054305,5.4,20,Work,15:50:00,Metro ,45,Two-Wheeler ,20,> 5 km ,6,Auto Rickshaw ,15,2 km to 2.5 km ,5,For both access and egress trips ,,,No ,90,No crowding  - 50-75% of seats occupied ,Male,,,Metro ,36-45 yrs ,Postgraduate,Employed,,0,1,0,0,0,10,-1,2,2,1,3,11,5,3,1,3,5,5,4,1
236,915,925,-10,rise,914,924,10,rise,Goraguntepalya (green line),Mahatma Gandhi Road (purple line),Mg road prestige delta building ,12.96827654,77.59918551,1.3,18,Work,Gokuldas enterprise ,13.02770272,77.53476627,0.75,12,Home,15:45:00,Metro ,75,Walk ,7,0.5 to 1 km ,5,Walk ,15,0.5 to 1 km ,,For neither access nor egress trips ,,,Mobility card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,,Metro ,18-25 yrs ,Graduate,Employed,"25,001 – 50,000",0,0,0,0,0,10,-1,2,1,1,1,2,2,4,0,1,1,2,2,0
237,906,893,-13,fall,918,918,0,flat,Konanakunte Cross (green line),Srirampura (green line),Mantrimall,12.9915833,77.57034205,1.9,8,Home,Mantri serenity ,12.8867494,77.54924177,1.5,20,Work,16:40:00,Metro ,30,Walk ,1,< 0.5 km ,6,Car ,3,< 0.5 km ,,For neither access nor egress trips ,,,No ,40,No crowding  - 50-75% of seats occupied ,Male,,,Car ,36-45 yrs ,Graduate,Business,,1,1,1,0,0,10,-1,1,2,1,3,1,1,4,1,1,4,1,1,1
241,928,928,0,parabola,923,923,0,flat,Rashtreeya Vidyalaya Road (green line),Mahalakshmi (green line),Mahalaxmi layout ,13.01460827,77.55028315,1,2,Home,Jayanagar 4th block ,12.9261489,77.58307478,0.7,10,School,16:30:00,Metro ,30,Walk ,10,0.5 to 1 km ,3,Two-Wheeler ,3,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,,Metro ,18-25 yrs ,Graduate,Student,"1,00,001 – 2,00,000",2,2,1,0,0,10,-1,1,3,1,1,2,2,4,1,1,3,2,2,1
242,931,901,-30,fall,936,936,0,flat,Jayanagar (green line),Sandal Soap Factory (green line),Orion mall ,13.01097145,77.55553397,1,5,Shopping,Wilson garden ,12.94819367,77.59964448,3.9,10,Home,16:30:00,Metro ,40,Auto Rickshaw ,10,2 km to 2.5 km ,1,Walk ,5,0.5 to 1 km ,,For neither access nor egress trips ,,,No ,200,High crowding - All seats AND 50-75% of standing space occupied ,Female,,,I was not making this trip ,46-60 yrs ,Graduate,Unemployed,,1,1,1,0,0,10,-1,4,1,1,4,5,2,4,0,5,1,4,2,1
243,931,931,0,flat,900,900,0,rise,Jayanagar (green line),Mantri Square Sampige Road (green line),Kr market,12.96434071,77.58271725,5.7,21,School,Rajiv Gandhi universe ,12.92628521,77.59496056,1.7,20,School,16:40:00,Metro ,20,Walk ,5,0.5 to 1 km ,5,Auto Rickshaw ,10,2 km to 2.5 km ,5,For neither access nor egress trips ,,,Metro card ,60,Very high crowding - All seats AND most standing space occupied ,Male,,,Metro ,18-25 yrs ,Graduate,Student,"25,001 – 50,000",0,0,0,0,0,10,-1,3,3,1,1,2,5,4,1,1,5,2,4,0
245,932,907,-25,fall,896,868,-20,fall,National College (green line),Nagasandra (green line),Prestige appartment ,13.05289223,77.48947931,1.8,27,Home,BMS ,12.94123888,77.56644422,1.7,25,Work,16:35:00,Metro ,60,Walk ,20,1 km to 1.5 km ,8,Walk ,15,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,,Metro ,26-35 yrs ,Doctorate,Employed,"25,001 – 50,000",0,0,0,0,0,10,-1,1,2,1,2,3,2,3,0,1,1,3,2,0
247,888,904,16,mixed,897,936,39,rise,Nagasandra (green line),Mantri Square Sampige Road (green line),Malleswaram 18th cross,13.00827892,77.57482225,2.2,33,Shopping,"8th mile, baglugutte temple near",13.07554423,77.52384091,5.2,20,Home,17:30:00,Metro ,30,Car ,10,4.5 km to 5 km ,1,Walk ,8,1 km to 1.5 km ,,For neither access nor egress trips ,,,No ,35,No crowding  - 25-50% of seats occupied ,Male,,,Metro ,26-35 yrs ,Graduate,Employed,,1,1,0,0,0,10,-1,4,1,1,2,10,3,4,1,4,1,5,3,1
252,890,883,-7,fall,941,941,0,flat,Doddakallasandra (green line),Peenya (green line),"Yelanka new town, new town Bus stand ",13.09582893,77.59230688,13,32,Home,"Doddagallasandra metro station near, mantri serinity",12.88732101,77.5500359,0.95,13,Work,18:55:00,Metro ,90,Walk ,5,0.5 to 1 km ,8,Car ,30,> 5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,,Metro ,> 60 yrs ,Postgraduate,Employed,,2,1,0,0,0,10,-1,1,2,1,5,2,11,4,1,1,4,2,5,1
253,908,908,0,flat,924,906,-18,fall,Jayaprakash Nagar (green line),Rajajinagar (green line),Near ESI hospital ,12.99013009,77.55429176,1.4,18,Home,"Saraki signal, outer ring road ",12.90647066,77.57381147,0.14,2,Work,18:30:00,Metro ,60,Walk ,20,1.5 km to 2 km ,4,Walk ,20,1.5 km to 2 km ,,For both access and egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,,Metro ,26-35 yrs ,Postgraduate,Employed,,0,0,0,0,0,10,-1,1,2,1,2,4,4,3,1,1,1,3,3,0
257,902,915,13,rise,915,902,-13,fall,Dasarahalli (green line),Sandal Soap Factory (green line),"Vivekananda college,Orion mall",13.0457071,77.51960097,1,12,School,"Dasarahalli,Kalasthi government school ",13.04529459,77.51945636,0.9,13,Home,08:30:00,Metro ,15,Walk ,5,< 0.5 km ,3,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,No ,20,High crowding - All seats AND 50-75% of standing space occupied ,Male,,,Bus ,18-25 yrs ,10th,Student,"<=10,000",0,0,1,0,0,10,-1,3,1,1,1,1,1,4,1,1,1,1,1,0
260,912,912,0,flat,918,918,0,flat,Dasarahalli (green line),Baiyappanahalli (purple line),"Yamalur,77 town centre ",12.9477255,77.69722119,8.6,30,Work,"HMT layout,Gaga international school ",13.02930721,77.49244317,3.9,15,Home,08:30:00,Metro ,90,Two-Wheeler ,15,2.5 km to 3 km ,3,Shuttle bus,30,> 5 km ,5,For neither access nor egress trips ,,,Metro card ,52,High crowding - All seats AND 50-75% of standing space occupied ,Male,,,Metro ,36-45 yrs ,Graduate,Employed,>2 Lakhs,1,1,1,0,0,10,-1,2,1,1,3,6,11,4,1,3,9,4,5,1
264,924,916,-8,fall,928,922,-6,fall,Yeshwanthpur (green line),Jayanagar (green line),4th block jayanagar ,12.92593562,77.58355239,0.65,9,Work,"Yeshwanthapura, LN colony ",13.02183255,77.55842418,1.3,19,Home,08:30:00,Metro ,60,Walk ,10,< 0.5 km ,2,Walk ,15,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - Most ,Male,,,Metro ,26-35 yrs ,Postgraduate,Employed,,0,1,0,0,0,10,-1,2,1,1,2,1,2,4,1,1,1,1,2,1
268,894,917,23,rise,906,906,0,flat,Lalbagh (green line),Konanakunte Cross (green line),Forum mall,12.88802514,77.5630454,0.45,6,Work,Lalbagh ksrtc quarters ,12.95227871,77.60103701,3,12,Home,09:12:00,Metro ,30,Auto Rickshaw ,5,0.5 to 1 km ,3,Auto Rickshaw ,5,1.5 km to 2 km ,3,For both access and egress trips ,,,Metro card ,100,No crowding  - Most ,Male,,,Metro ,18-25 yrs ,12th,Employed,"50,001 – 1,00,000",0,0,0,0,0,10,-1,2,1,1,1,2,4,3,1,5,5,2,3,0
278,884,891,7,rise,915,918,3,mixed,Thalaghattapura (green line),"Sir.M.Visvesvaraya Stn., Central College (purple line)",Prison head quarters,12.98065273,77.58255762,1.1,15,Work,Thalgattupura opposite sadhana public scholl,12.87369821,77.53340919,1.2,16,Home,09:30:00,Metro ,45,Walk ,7,0.5 to 1 km ,5,Walk ,10,1 km to 1.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 50-75% of seats occupied ,Male,,,Metro ,36-45 yrs ,Postgraduate,Employed,>2 Lakhs,0,2,1,0,0,10,-1,2,1,1,3,2,3,4,1,1,1,2,3,1
279,857,862,5,rise,931,910,-21,fall,Silk Institute (green line),Jayanagar (green line),"Diagonally opposite to Banglore diary circle,  near by kidwi",12.93679343,77.60521862,3.9,13,Work,"SV luxuria, near silk institute metro station ",12.86056304,77.52889709,0.28,4,Home,09:40:00,Metro ,40,Walk ,10,< 0.5 km ,2,Auto Rickshaw ,25,3.5 km to 4 km ,0,For neither access nor egress trips ,,,Metro card ,80,No crowding  - 50-75% of seats occupied ,Female,,,Metro ,46-60 yrs ,Graduate,Employed,,0,0,0,0,0,10,-1,2,1,1,4,1,8,4,0,1,5,1,4,0
282,896,896,0,flat,931,931,0,flat,Doddakallasandra (green line),Sandal Soap Factory (green line),World Trade centre ,13.01229303,77.55791562,1.9,28,Work,"Mantri serenity, doddakalasandra ",12.88654299,77.54989495,0.45,6,Home,09:40:00,Metro ,60,Walk ,10,< 0.5 km ,5,Walk ,7,< 0.5 km ,,For neither access nor egress trips ,,,No ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,,Metro ,26-35 yrs ,Postgraduate,Employed,>2 Lakhs,1,1,1,0,0,10,-1,2,1,1,2,1,1,4,1,1,1,1,1,1
283,894,883,-11,hydrograph,920,924,4,parabola ,Thalaghattapura (green line),Sandal Soap Factory (green line),Yeshwanthpur 1st stop near,13.02422509,77.55144749,1.2,18,Work,"Judicial layout, thalagattapura",12.86509188,77.53823914,1.1,16,Home,09:30:00,Metro ,60,Walk ,10,0.5 to 1 km ,3,Auto Rickshaw ,5,1.5 km to 2 km ,0,For neither access nor egress trips ,,,Metro card ,40,High crowding - All seats AND 50-75% of standing space occupied ,Female,,,Metro ,26-35 yrs ,Graduate,Employed,,2,1,0,0,0,10,-1,2,1,1,2,2,4,4,0,1,5,2,3,1
292,910,918,8,rise,916,916,0,parabola ,"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Baiyappanahalli (purple line),"Kasturi nagar,Sri Durga bakery",13.00450747,77.65841601,2.8,6,Home,"Gandhi nagar,Desi masala ",12.97991447,77.57757026,1.4,20,Work,11:00:00,Metro ,60,Walk ,20,1 km to 1.5 km ,7,Dropped-off by friends/others ,10,2.5 km to 3 km ,0,For egress trip only ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,,Metro ,26-35 yrs ,Graduate,Employed,,0,1,0,0,0,10,-1,1,2,1,2,3,6,2,0,1,8,3,4,1
