ID,USE_BICYCLE,ACCESS_TIME,EGRESS_TIME,GENDER,Alt1,ALT2,ALT3,ALT4,UNO,SERO,USE,ACCESS_DISTANCE,EGRESS-DISTANCE,EGRESS_DISTANCE,ALT1,WB
373,3,3.5999999999999996,3.5999999999999996,0,0,0,1,0,1,0,3,0.75,0.75,0.75,0,1
374,3,5.399999999999999,10.0,1,0,0,1,0,1,0,3,0.75,1.75,1.75,0,1
375,4,3.5999999999999996,3.5999999999999996,1,0,0,0,1,1,0,4,0.75,0.75,0.75,0,1
376,4,1.7999999999999998,2.52,0,0,0,0,1,1,0,4,0.5,0.5,0.5,0,1
377,4,39.199999999999996,3.5999999999999996,1,0,0,0,1,1,0,4,1.75,1.25,1.25,0,1
378,3,3.5999999999999996,3.5999999999999996,1,0,0,1,0,1,0,3,1.25,1.25,1.25,0,1
379,3,39.199999999999996,3.5999999999999996,1,0,0,1,0,1,0,3,2.25,0.75,0.75,0,1
380,1,26.7,2.52,0,1,0,0,0,1,0,1,2.75,0.75,0.75,1,1
381,1,1.7999999999999998,1.7999999999999998,1,1,0,0,0,1,0,1,0.5,0.5,0.5,1,1
382,3,3.5999999999999996,3.5999999999999996,1,0,0,1,0,1,0,3,0.75,0.75,0.75,0,1
383,3,1.7999999999999998,0.7199999999999999,1,0,0,1,0,1,0,3,0.5,0.5,0.5,0,1
384,4,3.5999999999999996,1.4399999999999997,0,0,0,0,1,1,0,4,0.75,0.5,0.5,0,1
385,3,11.760000000000002,13.35,0,0,0,1,0,1,0,3,1.25,1.25,1.25,0,1
386,4,39.199999999999996,3.5999999999999996,1,0,0,0,1,1,0,4,3.75,0.75,0.75,0,1
387,4,5.399999999999999,1.7999999999999998,1,0,0,0,1,1,0,4,1.25,0.5,0.5,0,1
388,2,3.5999999999999996,3.5999999999999996,1,0,1,0,0,1,0,2,0.5,0.75,0.75,0,1
389,1,7.0,0.7199999999999999,0,1,0,0,0,1,0,1,2.25,0.5,0.5,1,0
390,2,3.5999999999999996,26.7,1,0,1,0,0,1,0,2,0.75,1.75,1.75,0,1
391,3,5.399999999999999,16.02,1,0,0,1,0,1,0,3,1.25,1.75,1.75,0,1
392,4,1.7999999999999998,1.7999999999999998,0,0,0,0,1,1,0,4,0.5,0.5,0.5,0,1
393,3,53.4,1.7999999999999998,0,0,0,1,0,1,0,3,2.75,0.5,0.5,0,0
394,4,3.5999999999999996,1.7999999999999998,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,1
395,1,18.69,10.0,1,1,0,0,0,1,0,1,1.75,2.25,2.25,1,0
396,2,1.7999999999999998,33.349999999999994,1,0,1,0,0,1,0,2,0.5,2.75,2.75,0,1
397,2,1.7999999999999998,1.7999999999999998,1,0,1,0,0,1,0,2,0.75,0.75,0.75,0,1
398,1,58.8,3.5999999999999996,1,1,0,0,0,1,0,1,2.25,0.5,0.5,1,1
399,4,5.399999999999999,3.5999999999999996,1,0,0,0,1,1,0,4,1.25,0.75,0.75,0,1
400,4,40.05,3.5999999999999996,0,0,0,0,1,1,0,4,1.75,0.75,0.75,0,1
401,1,10.0,4.319999999999999,0,1,0,0,0,1,0,1,3.25,0.75,0.75,1,1
402,2,10.0,7.199999999999999,1,0,1,0,0,1,0,2,1.75,1.75,1.75,0,0
403,3,1.0799999999999998,0.7199999999999999,1,0,0,1,0,1,0,3,0.5,0.5,0.5,0,1
404,1,6.119999999999999,1.7999999999999998,0,1,0,0,0,1,0,1,1.25,0.5,0.5,1,1
405,1,39.199999999999996,5.399999999999999,1,1,0,0,0,1,0,1,2.75,0.75,0.75,1,1
406,3,19.599999999999998,26.7,1,0,0,1,0,1,0,3,2.25,2.25,2.25,0,1
407,4,39.199999999999996,1.7999999999999998,1,0,0,0,1,1,0,4,1.25,1.25,1.25,0,0
408,4,0.35999999999999993,1.7999999999999998,1,0,0,0,1,1,0,4,0.5,0.75,0.75,0,0
409,1,11.760000000000002,0.7199999999999999,1,1,0,0,0,1,0,1,0.75,0.5,0.5,1,1
410,1,5.0,1.4399999999999997,0,1,0,0,0,1,0,1,1.25,0.5,0.5,1,0
411,4,5.399999999999999,0.7199999999999999,0,0,0,0,1,1,0,4,0.75,0.5,0.5,0,0
412,2,1.7999999999999998,7.199999999999999,1,0,1,0,0,1,0,2,0.5,0.75,0.75,0,0
413,4,27.44,1.7999999999999998,1,0,0,0,1,1,0,4,1.75,0.5,0.5,0,1
414,3,1.7999999999999998,0.7199999999999999,1,0,0,1,0,1,0,3,0.5,0.5,0.5,0,1
415,3,1.7999999999999998,58.8,1,0,0,1,0,1,0,3,0.75,5.0,5.0,0,1
416,4,0.7199999999999999,0.35999999999999993,0,0,0,0,1,1,0,4,0.5,0.5,0.5,0,1
417,1,40.05,1.7999999999999998,0,1,0,0,0,1,0,1,2.75,0.5,0.5,1,1
418,4,1.7999999999999998,0.7199999999999999,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
419,1,5.0,5.0,0,1,0,0,0,1,0,1,1.25,0.5,0.5,1,1
420,4,3.5999999999999996,1.7999999999999998,0,0,0,0,1,1,0,4,0.75,0.5,0.5,0,0
421,4,33.349999999999994,3.5999999999999996,1,0,0,0,1,1,0,4,1.75,1.25,1.25,0,0
422,3,39.199999999999996,78.39999999999999,1,0,0,1,0,1,0,3,0.75,3.25,3.25,0,0
423,3,27.44,26.7,1,0,0,1,0,1,0,3,0.75,3.25,3.25,0,0
424,4,3.5999999999999996,3.5999999999999996,1,0,0,0,1,1,0,4,0.75,0.75,0.75,0,0
425,4,5.399999999999999,2.52,0,0,0,0,1,1,0,4,0.75,1.25,1.25,0,0
426,4,1.7999999999999998,1.7999999999999998,0,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
427,4,19.599999999999998,58.8,1,0,0,0,1,1,0,4,0.5,4.75,4.75,0,0
428,4,1.7999999999999998,40.05,1,0,0,0,1,1,0,4,0.5,2.75,2.75,0,1
429,2,5.399999999999999,26.7,0,0,1,0,0,1,0,2,0.75,4.25,4.25,0,1
430,4,0.7199999999999999,8.999999999999998,0,0,0,0,1,1,0,4,0.5,1.25,1.25,0,1
431,4,39.199999999999996,58.8,1,0,0,0,1,1,0,4,5.0,5.0,5.0,0,0
432,2,1.7999999999999998,5.399999999999999,1,0,1,0,0,1,0,2,0.5,1.25,1.25,0,0
433,3,1.7999999999999998,78.39999999999999,1,0,0,1,0,1,0,3,0.5,4.25,4.25,0,0
434,4,1.7999999999999998,3.5999999999999996,1,0,0,0,1,1,0,4,0.5,1.25,1.25,0,0
435,4,1.7999999999999998,1.7999999999999998,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
436,3,5.399999999999999,5.399999999999999,0,0,0,1,0,1,0,3,0.75,0.75,0.75,0,0
437,1,53.4,53.4,0,1,0,0,0,1,0,1,1.75,1.25,1.25,1,1
438,4,1.7999999999999998,5.399999999999999,1,0,0,0,1,1,0,4,0.5,1.25,1.25,0,0
439,2,3.5999999999999996,6.119999999999999,0,0,1,0,0,1,0,2,0.75,0.75,0.75,0,1
440,4,1.0799999999999998,5.399999999999999,1,0,0,0,1,1,0,4,0.5,1.25,1.25,0,0
441,1,2.52,0.7199999999999999,0,1,0,0,0,1,0,1,0.5,0.5,0.5,1,0
442,3,1.7999999999999998,39.199999999999996,1,0,0,1,0,1,0,3,0.5,3.25,3.25,0,1
443,4,5.399999999999999,1.7999999999999998,0,0,0,0,1,1,0,4,0.75,0.5,0.5,0,0
444,4,1.7999999999999998,1.7999999999999998,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,1
445,4,3.5999999999999996,0.7199999999999999,1,0,0,0,1,1,0,4,0.75,0.5,0.5,0,1
446,1,5.399999999999999,0.7199999999999999,1,1,0,0,0,1,0,1,1.25,0.5,0.5,1,0
447,3,58.8,3.5999999999999996,1,0,0,1,0,1,0,3,2.75,0.75,0.75,0,1
448,4,1.0799999999999998,1.7999999999999998,0,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
449,4,5.399999999999999,1.7999999999999998,0,0,0,0,1,1,0,4,0.75,0.5,0.5,0,0
450,2,1.7999999999999998,10.0,1,0,1,0,0,1,0,2,0.5,1.75,1.75,0,1
451,4,3.5999999999999996,1.7999999999999998,1,0,0,0,1,1,0,4,1.75,0.5,0.5,0,1
452,2,3.5999999999999996,10.0,1,0,1,0,0,1,0,2,0.5,1.25,1.25,0,1
453,4,1.7999999999999998,1.7999999999999998,0,0,0,0,1,1,0,4,0.5,0.5,0.5,0,1
454,1,78.39999999999999,1.7999999999999998,1,1,0,0,0,1,0,1,4.75,0.75,0.75,1,1
455,3,39.199999999999996,3.5999999999999996,1,0,0,1,0,1,0,3,2.25,1.25,1.25,0,1
456,4,11.760000000000002,1.7999999999999998,1,0,0,0,1,1,0,4,2.25,0.75,0.75,0,0
457,3,1.7999999999999998,0.7199999999999999,0,0,0,1,0,1,0,3,0.5,0.5,0.5,0,0
458,4,1.7999999999999998,0.7199999999999999,1,0,0,0,1,1,0,4,0.75,0.5,0.5,0,0
459,3,6.119999999999999,7.199999999999999,0,0,0,1,0,1,0,3,0.75,0.75,0.75,0,1
460,3,39.199999999999996,3.5999999999999996,1,0,0,1,0,1,0,3,1.75,0.75,0.75,0,0
461,4,1.7999999999999998,3.5999999999999996,0,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
462,4,3.5999999999999996,1.7999999999999998,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
463,4,2.52,1.7999999999999998,1,0,0,0,1,1,0,4,0.75,0.5,0.5,0,0
464,3,3.5999999999999996,5.399999999999999,1,0,0,1,0,1,0,3,0.75,1.25,1.25,0,0
465,3,1.7999999999999998,1.7999999999999998,1,0,0,1,0,1,0,3,0.5,0.5,0.5,0,0
466,2,1.7999999999999998,7.199999999999999,0,0,1,0,0,1,0,2,0.5,0.75,0.75,0,0
467,1,17.0,1.7999999999999998,0,1,0,0,0,1,0,1,5.0,0.5,0.5,1,0
468,4,26.7,1.7999999999999998,1,0,0,0,1,1,0,4,2.75,0.5,0.5,0,0
469,3,3.5999999999999996,1.7999999999999998,1,0,0,1,0,1,0,3,1.25,0.5,0.5,0,1
470,1,39.199999999999996,0.35999999999999993,1,1,0,0,0,1,0,1,0.75,0.5,0.5,1,1
471,4,19.599999999999998,0.35999999999999993,1,0,0,0,1,1,0,4,4.25,0.5,0.5,0,1
472,2,1.7999999999999998,40.05,0,0,1,0,0,1,0,2,0.5,2.75,2.75,0,0
473,4,0.35999999999999993,25.0,0,0,0,0,1,1,0,4,0.5,4.75,4.75,0,0
474,4,1.7999999999999998,3.5999999999999996,1,0,0,0,1,1,0,4,0.5,1.25,1.25,0,1
475,3,19.599999999999998,1.7999999999999998,1,0,0,1,0,1,0,3,0.75,0.5,0.5,0,0
476,3,5.399999999999999,4.319999999999999,1,0,0,1,0,1,0,3,1.75,1.75,1.75,0,0
477,2,1.7999999999999998,50.025,1,0,1,0,0,1,0,2,0.5,5.0,5.0,0,0
478,4,5.399999999999999,3.5999999999999996,0,0,0,0,1,1,0,4,0.75,0.75,0.75,0,1
479,2,0.7199999999999999,3.5999999999999996,1,0,1,0,0,1,0,2,0.5,0.75,0.75,0,1
480,4,3.5999999999999996,1.7999999999999998,0,0,0,0,1,1,0,4,0.75,0.5,0.5,0,0
481,4,3.5999999999999996,5.399999999999999,1,0,0,0,1,1,0,4,0.5,1.25,1.25,0,0
482,4,53.4,3.5999999999999996,1,0,0,0,1,1,0,4,5.0,1.25,1.25,0,0
483,4,21.36,1.0799999999999998,0,0,0,0,1,1,0,4,1.75,0.5,0.5,0,0
484,4,3.5999999999999996,1.7999999999999998,0,0,0,0,1,1,0,4,0.75,0.5,0.5,0,1
485,4,1.7999999999999998,3.5999999999999996,0,0,0,0,1,1,0,4,0.5,0.75,0.75,0,0
486,3,5.0,1.7999999999999998,1,0,0,1,0,1,0,3,1.75,0.75,0.75,0,1
487,4,39.199999999999996,2.8799999999999994,1,0,0,0,1,1,0,4,3.75,0.75,0.75,0,1
488,3,1.7999999999999998,13.35,1,0,0,1,0,1,0,3,0.5,2.25,2.25,0,0
489,4,58.8,1.0799999999999998,1,0,0,0,1,1,0,4,5.0,0.5,0.5,0,1
490,4,5.399999999999999,3.5999999999999996,1,0,0,0,1,1,0,4,1.25,0.75,0.75,0,1
491,4,39.199999999999996,1.7999999999999998,0,0,0,0,1,1,0,4,5.0,0.5,0.5,0,1
492,4,1.7999999999999998,1.0799999999999998,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,1
493,4,40.05,1.7999999999999998,1,0,0,0,1,1,0,4,5.0,0.5,0.5,0,0
494,2,53.4,58.8,1,0,1,0,0,1,0,2,1.75,3.75,3.75,0,1
495,4,15.0,3.5999999999999996,0,0,0,0,1,1,0,4,2.25,0.75,0.75,0,1
496,4,2.52,0.7199999999999999,0,0,0,0,1,1,0,4,0.5,0.5,0.5,0,1
497,4,78.39999999999999,1.7999999999999998,1,0,0,0,1,1,0,4,3.75,0.5,0.5,0,1
498,2,3.5999999999999996,7.199999999999999,0,0,1,0,0,1,0,2,0.75,1.75,1.75,0,1
499,4,8.0,13.35,0,0,0,0,1,1,0,4,1.25,0.75,0.75,0,1
500,3,6.119999999999999,3.5999999999999996,0,0,0,1,0,1,0,3,1.25,0.75,0.75,0,1
501,4,1.7999999999999998,1.0799999999999998,0,0,0,0,1,1,0,4,0.5,0.5,0.5,0,1
502,1,3.5999999999999996,3.5999999999999996,0,1,0,0,0,1,0,1,0.75,0.75,0.75,1,1
503,3,15.68,1.7999999999999998,1,0,0,1,0,1,0,3,4.75,0.75,0.75,0,1
504,1,10.0,1.0799999999999998,0,1,0,0,0,1,0,1,2.25,0.5,0.5,1,0
505,4,25.0,2.52,0,0,0,0,1,1,0,4,5.0,0.75,0.75,0,1
506,4,1.7999999999999998,0.7199999999999999,0,0,0,0,1,1,0,4,0.5,0.5,0.5,0,1
507,3,3.5999999999999996,5.399999999999999,0,0,0,1,0,1,0,3,0.75,1.25,1.25,0,0
508,3,5.399999999999999,39.199999999999996,0,0,0,1,0,1,0,3,0.75,2.25,2.25,0,1
509,4,1.7999999999999998,1.7999999999999998,0,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
510,2,0.7199999999999999,1.7999999999999998,1,0,1,0,0,1,0,2,0.5,0.5,0.5,0,0
511,1,58.8,1.7999999999999998,1,1,0,0,0,1,0,1,5.0,0.75,0.75,1,1
512,1,3.5999999999999996,1.0799999999999998,0,1,0,0,0,1,0,1,1.25,0.5,0.5,1,1
513,1,7.0,3.5999999999999996,0,1,0,0,0,1,0,1,1.75,0.75,0.75,1,0
514,4,5.399999999999999,3.5999999999999996,0,0,0,0,1,1,0,4,0.75,0.5,0.5,0,1
515,3,2.8799999999999994,1.7999999999999998,1,0,0,1,0,1,0,3,1.25,0.5,0.5,0,1
516,1,10.0,4.68,0,1,0,0,0,1,0,1,0.75,0.75,0.75,1,0
517,4,33.349999999999994,3.5999999999999996,0,0,0,0,1,1,0,4,2.75,0.75,0.75,0,0
518,4,78.39999999999999,1.7999999999999998,1,0,0,0,1,1,0,4,5.0,0.5,0.5,0,1
519,4,7.0,98.0,0,0,0,0,1,1,0,4,1.25,5.0,5.0,0,0
520,4,39.199999999999996,0.7199999999999999,1,0,0,0,1,1,0,4,2.25,0.5,0.5,0,0
521,4,5.0,0.7199999999999999,1,0,0,0,1,1,0,4,1.75,0.5,0.5,0,1
522,4,78.39999999999999,33.349999999999994,0,0,0,0,1,1,0,4,2.25,1.25,1.25,0,1
523,4,1.7999999999999998,2.52,0,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
524,1,5.399999999999999,5.399999999999999,1,1,0,0,0,1,0,1,0.5,0.75,0.75,1,1
525,4,0.7199999999999999,58.8,1,0,0,0,1,1,0,4,0.5,3.75,3.75,0,0
526,4,1.7999999999999998,1.7999999999999998,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
527,3,39.199999999999996,33.349999999999994,1,0,0,1,0,1,0,3,1.25,1.25,1.25,0,1
528,4,1.0799999999999998,1.7999999999999998,1,0,0,0,1,1,0,4,0.5,0.75,0.75,0,1
529,4,0.7199999999999999,3.5999999999999996,0,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
530,3,4.68,3.5999999999999996,0,0,0,1,0,1,0,3,0.75,0.75,0.75,0,1
531,3,40.05,40.05,1,0,0,1,0,1,0,3,2.75,2.25,2.25,0,1
532,3,1.7999999999999998,3.5999999999999996,1,0,0,1,0,1,0,3,0.5,1.25,1.25,0,0
533,3,1.7999999999999998,10.0,0,0,0,1,0,1,0,3,0.75,2.75,2.75,0,1
534,3,13.35,1.7999999999999998,1,0,0,1,0,1,0,3,3.75,0.5,0.5,0,1
535,3,3.5999999999999996,1.7999999999999998,1,0,0,1,0,1,0,3,0.75,0.75,0.75,0,0
536,4,3.5999999999999996,1.7999999999999998,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,1
537,3,26.7,26.7,0,0,0,1,0,1,0,3,3.25,3.25,3.25,0,0
538,4,1.7999999999999998,40.05,1,0,0,0,1,1,0,4,0.5,2.25,2.25,0,1
539,4,1.7999999999999998,1.7999999999999998,0,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
540,1,3.5999999999999996,0.7199999999999999,1,1,0,0,0,1,0,1,1.25,0.5,0.5,1,1
541,1,3.5999999999999996,1.7999999999999998,1,1,0,0,0,1,0,1,1.25,0.75,0.75,1,1
542,3,5.399999999999999,7.199999999999999,1,0,0,1,0,1,0,3,0.75,1.75,1.75,0,1
543,1,5.399999999999999,40.05,0,1,0,0,0,1,0,1,0.75,2.75,2.75,1,0
544,1,10.0,3.5999999999999996,0,1,0,0,0,1,0,1,3.25,0.75,0.75,1,1
545,2,0.7199999999999999,3.5999999999999996,1,0,1,0,0,1,0,2,0.5,0.75,0.75,0,0
546,4,3.5999999999999996,58.8,1,0,0,0,1,1,0,4,0.5,1.75,1.75,0,1
547,2,1.4399999999999997,19.599999999999998,1,0,1,0,0,1,0,2,0.5,1.75,1.75,0,0
548,3,3.5999999999999996,26.7,0,0,0,1,0,1,0,3,0.75,3.25,3.25,0,0
549,4,1.7999999999999998,3.5999999999999996,0,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
550,3,13.35,20.0,0,0,0,1,0,1,0,3,0.75,2.75,2.75,0,0
551,4,26.7,40.05,0,0,0,0,1,1,0,4,3.75,1.75,1.75,0,0
552,4,1.7999999999999998,0.7199999999999999,1,0,0,0,1,1,0,4,0.75,0.5,0.5,0,1
553,4,5.399999999999999,5.399999999999999,0,0,0,0,1,1,0,4,0.75,0.75,0.75,0,0
554,3,10.0,4.68,0,0,0,1,0,1,0,3,0.75,0.75,0.75,0,0
555,3,0.7199999999999999,5.399999999999999,1,0,0,1,0,1,0,3,0.5,1.25,1.25,0,0
556,4,5.399999999999999,3.5999999999999996,0,0,0,0,1,1,0,4,0.75,0.5,0.5,0,0
557,3,5.399999999999999,8.28,0,0,0,1,0,1,0,3,1.25,1.25,1.25,0,0
558,3,1.7999999999999998,5.399999999999999,0,0,0,1,0,1,0,3,0.5,0.75,0.75,0,1
559,4,3.5999999999999996,1.7999999999999998,1,0,0,0,1,1,0,4,0.75,0.5,0.5,0,1
560,4,3.5999999999999996,0.7199999999999999,0,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
561,4,0.7199999999999999,1.7999999999999998,1,0,0,0,1,1,0,4,0.5,0.75,0.75,0,0
562,1,0.7199999999999999,1.7999999999999998,0,1,0,0,0,1,0,1,0.5,0.75,0.75,1,0
563,1,7.199999999999999,3.5999999999999996,0,1,0,0,0,1,0,1,1.25,0.75,0.75,1,0
564,4,58.8,19.0,1,0,0,0,1,1,0,4,4.25,2.75,2.75,0,0
565,4,1.7999999999999998,1.7999999999999998,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
566,4,3.5999999999999996,1.7999999999999998,1,0,0,0,1,1,0,4,0.75,0.5,0.5,0,0
567,2,1.7999999999999998,26.7,0,0,1,0,0,1,0,2,0.5,2.75,2.75,0,0
568,3,1.7999999999999998,3.5999999999999996,0,0,0,1,0,1,0,3,0.5,0.5,0.5,0,0
569,3,20.0,20.0,1,0,0,1,0,1,0,3,2.75,3.75,3.75,0,1
570,2,3.5999999999999996,5.399999999999999,1,0,1,0,0,1,0,2,0.75,2.75,2.75,0,1
571,4,40.05,1.7999999999999998,0,0,0,0,1,1,0,4,2.75,0.5,0.5,0,1
572,3,83.375,11.760000000000002,1,0,0,1,0,1,0,3,5.0,0.75,0.75,0,0
573,3,1.7999999999999998,1.7999999999999998,1,0,0,1,0,1,0,3,0.5,0.5,0.5,0,1
574,3,39.199999999999996,3.5999999999999996,0,0,0,1,0,1,0,3,2.25,0.75,0.75,0,0
575,4,0.7199999999999999,0.7199999999999999,0,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
576,3,1.7999999999999998,1.7999999999999998,1,0,0,1,0,1,0,3,0.75,0.75,0.75,0,0
577,1,7.199999999999999,1.7999999999999998,1,1,0,0,0,1,0,1,1.25,0.5,0.5,1,1
578,3,1.7999999999999998,5.399999999999999,1,0,0,1,0,1,0,3,0.75,1.25,1.25,0,0
579,3,3.5999999999999996,7.199999999999999,1,0,0,1,0,1,0,3,1.25,1.25,1.25,0,1
580,2,5.399999999999999,5.399999999999999,1,0,1,0,0,1,0,2,0.75,1.25,1.25,0,1
581,3,26.7,3.5999999999999996,0,0,0,1,0,1,0,3,0.75,0.75,0.75,0,1
582,4,1.7999999999999998,1.7999999999999998,1,0,0,0,1,1,0,4,0.5,0.75,0.75,0,0
583,3,1.7999999999999998,1.0799999999999998,1,0,0,1,0,1,0,3,0.75,0.75,0.75,0,1
584,2,39.199999999999996,3.5999999999999996,1,0,1,0,0,1,0,2,5.0,0.75,0.75,0,1
585,4,4.319999999999999,3.5999999999999996,1,0,0,0,1,1,0,4,1.25,1.75,1.75,0,1
586,1,3.5999999999999996,0.0,0,1,0,0,0,1,0,1,0.75,5.0,5.0,1,1
587,1,27.44,0.7199999999999999,1,1,0,0,0,1,0,1,1.75,0.5,0.5,1,0
588,3,5.399999999999999,3.5999999999999996,1,0,0,1,0,1,0,3,0.5,0.5,0.5,0,1
589,1,5.399999999999999,0.7199999999999999,1,1,0,0,0,1,0,1,0.75,0.5,0.5,1,1
590,3,39.199999999999996,3.5999999999999996,1,0,0,1,0,1,0,3,4.25,0.75,0.75,0,0
591,1,58.8,0.7199999999999999,1,1,0,0,0,1,0,1,4.75,0.5,0.5,1,1
592,4,7.199999999999999,8.999999999999998,1,0,0,0,1,1,0,4,1.25,2.25,2.25,0,1
593,3,1.7999999999999998,1.7999999999999998,1,0,0,1,0,1,0,3,0.5,0.5,0.5,0,1
594,3,3.5999999999999996,1.7999999999999998,0,0,0,1,0,1,0,3,0.75,0.5,0.5,0,1
595,4,0.7199999999999999,33.349999999999994,1,0,0,0,1,1,0,4,0.5,1.75,1.75,0,1
596,3,26.7,26.7,1,0,0,1,0,1,0,3,2.25,1.75,1.75,0,0
597,2,19.599999999999998,3.5999999999999996,1,0,1,0,0,1,0,2,2.75,0.75,0.75,0,1
598,3,23.520000000000003,3.5999999999999996,0,0,0,1,0,1,0,3,0.75,0.75,0.75,0,1
599,1,7.199999999999999,1.7999999999999998,1,1,0,0,0,1,0,1,1.75,0.5,0.5,1,0
600,4,3.5999999999999996,1.0799999999999998,0,0,0,0,1,1,0,4,0.75,0.5,0.5,0,1
601,3,6.119999999999999,5.399999999999999,1,0,0,1,0,1,0,3,1.25,1.75,1.75,0,0
602,1,19.599999999999998,1.7999999999999998,1,1,0,0,0,1,0,1,1.25,0.5,0.5,1,1
603,4,2.52,3.5999999999999996,0,0,0,0,1,1,0,4,0.5,0.75,0.75,0,1
604,4,3.5999999999999996,3.5999999999999996,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,1
605,3,5.399999999999999,5.399999999999999,1,0,0,1,0,1,0,3,1.25,1.25,1.25,0,1
606,4,0.7199999999999999,1.7999999999999998,1,0,0,0,1,1,0,4,1.25,0.5,0.5,0,1
607,3,5.399999999999999,10.0,1,0,0,1,0,1,0,3,1.25,2.25,2.25,0,1
608,2,7.199999999999999,3.5999999999999996,0,0,1,0,0,1,0,2,0.75,,0.75,0,0
609,2,1.7999999999999998,3.5999999999999996,1,0,1,0,0,1,0,2,0.5,0.5,0.5,0,1
610,4,1.7999999999999998,3.5999999999999996,1,0,0,0,1,1,0,4,0.75,0.75,0.75,0,1
611,4,39.199999999999996,1.7999999999999998,1,0,0,0,1,1,0,4,3.25,0.75,0.75,0,1
612,3,5.399999999999999,1.0799999999999998,0,0,0,1,0,1,0,3,1.25,0.5,0.5,0,1
613,4,39.199999999999996,1.7999999999999998,1,0,0,0,1,1,0,4,0.75,0.75,0.75,0,1
614,1,1.7999999999999998,0.7199999999999999,1,1,0,0,0,1,0,1,0.75,0.5,0.5,1,0
615,1,39.199999999999996,0.7199999999999999,1,1,0,0,0,1,0,1,5.0,0.5,0.5,1,0
616,3,13.35,26.7,0,0,0,1,0,1,0,3,0.75,0.75,0.75,0,0
617,3,3.5999999999999996,53.4,0,0,0,1,0,1,0,3,0.75,1.25,1.25,0,0
618,4,83.375,33.349999999999994,1,0,0,0,1,1,0,4,5.0,4.25,4.25,0,1
619,4,39.199999999999996,40.05,0,0,0,0,1,1,0,4,2.25,4.75,4.75,0,0
620,1,26.7,40.05,1,1,0,0,0,1,0,1,2.25,3.75,3.75,1,1
621,4,39.199999999999996,40.05,0,0,0,0,1,1,0,4,0.5,2.25,2.25,0,0
622,3,19.599999999999998,26.7,1,0,0,1,0,1,0,3,1.75,2.25,2.25,0,0
623,3,0.7199999999999999,7.199999999999999,0,0,0,1,0,1,0,3,0.5,0.5,0.5,0,0
624,3,1.7999999999999998,3.5999999999999996,1,0,0,1,0,1,0,3,0.5,0.5,0.5,0,1
625,4,39.199999999999996,0.7199999999999999,1,0,0,0,1,1,0,4,3.75,0.5,0.5,0,0
626,2,1.7999999999999998,26.7,0,0,1,0,0,1,0,2,0.5,3.25,3.25,0,0
627,2,15.0,19.599999999999998,0,0,1,0,0,1,0,2,0.75,0.75,0.75,0,0
628,1,3.5999999999999996,3.5999999999999996,1,1,0,0,0,1,0,1,0.5,0.5,0.5,1,1
629,4,7.199999999999999,2.52,1,0,0,0,1,1,0,4,2.25,0.5,0.5,0,0
630,3,39.199999999999996,3.5999999999999996,1,0,0,1,0,1,0,3,1.75,1.25,1.25,0,1
631,4,1.7999999999999998,1.7999999999999998,1,0,0,0,1,1,0,4,0.5,0.5,0.5,0,0
632,1,3.5999999999999996,0.7199999999999999,1,1,0,0,0,1,0,1,0.75,0.5,0.5,1,1
633,4,0.7199999999999999,16.02,1,0,0,0,1,1,0,4,0.5,1.75,1.75,0,0
634,1,1.7999999999999998,1.7999999999999998,0,1,0,0,0,1,0,1,0.5,0.5,0.5,1,1
635,2,3.92,1.7999999999999998,1,0,1,0,0,1,0,2,0.5,0.5,0.5,0,0
636,4,1.7999999999999998,0.7199999999999999,1,0,0,0,1,1,0,4,0.75,0.5,0.5,0,0
637,3,3.5999999999999996,1.7999999999999998,1,0,0,1,0,1,0,3,1.25,0.75,0.75,0,0
638,4,3.5999999999999996,3.5999999999999996,1,0,0,0,1,1,0,4,0.75,0.75,0.75,0,1
639,4,19.599999999999998,3.5999999999999996,1,0,0,0,1,1,0,4,1.25,1.25,1.25,0,1
640,4,5.399999999999999,6.839999999999999,1,0,0,0,1,1,0,4,0.75,0.75,0.75,0,0
641,4,19.599999999999998,5.399999999999999,1,0,0,0,1,1,0,4,1.25,0.75,0.75,0,0
642,2,5.399999999999999,66.69999999999999,1,0,1,0,0,1,0,2,0.5,5.0,5.0,0,1
