,Unnamed: 0,M_ORIGIN,M_DESTINATION,D_LANDMARK,D_TYPE,O_LANDMARK,O_TYPE,START_TIME,TRIP_SEQUENCE,TOTAL_TIME,ACCESS_MODE,ACCESS_TIME,ACCESS_DISTANCE,WT_FS,EGRESS_MODE,EGRESS_TIME,EGRESS_DISTANCE,WT_FIS,BICYCLE_USE,TRANSFER_TIME,WAITING_TIME_SECOND_STOP,PASS,TOTAL_COST,CROWDING,GENDER,S_1,S_2,S_3,AGE,EDUCATION,OCCUPATION,INCOME,CARS,TWO_WHEELER,N_BICYCLES,OTHERS,PARKING,PARK_RENT,PARK,DESTINATION,ORIGIN,TRIP,AGE_C,ACCESS_DIS,EGRESS_DIS,RENT_BICYCLE,MALE,ACCESS_M,EGRESS_M,ACCESS_DIS_B,EGRESS_DIS_B
306,306,Mantri Square Sampige Road (green line),Konanakunte Cross (green line),forum falcon mall,Work,Near mall,Home,09:20:00,Metro ,30,Walk ,7,< 0.5 km ,6,Auto Rickshaw ,4,2 km to 2.5 km ,3.0,For neither access nor egress trips ,,,Metro card ,100,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"1,00,001 – 2,00,000",1.0,1,0,0,"No, I will not use a bicycle. .",5,4,2,1,1,2,1,5,4,0,1,5,1,4
307,307,Mantri Square Sampige Road (green line),National College (green line),Jain University,School,Dinnur road,Home,08:30:00,Bus + Metro ,90,Walk ,5,0.5 to 1 km ,4,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,5.0,7.0,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Student,,1.0,2,1,0,"No, I will not use a bicycle. .",5,4,3,1,2,1,2,1,4,0,1,1,2,1
308,308,Goraguntepalya (green line),Trinity (purple line),"Guraguntepalaya, near poojamma temple ",Friend,Indranagar near manipal hospital ,Work,09:10:00,Metro + Bus ,90,Walk ,10,0.5 to 1 km ,2,Walk ,7,< 0.5 km ,,For both access and egress trips ,5.0,2.0,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",5,4,7,2,3,1,2,1,3,0,1,1,2,1
309,309,Deepanjali Nagar (purple line),Rajajinagar (green line),Basaveshwar nagar,Friend,Deepanjali nagar bus stop (mysore),Other,10:48:00,Metro ,20,Walk ,3,< 0.5 km ,7,Dropped-off by friends/others ,8,1 km to 1.5 km ,1.0,For egress trip only ,,,No ,25,No crowding  - 50-75% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,36-45 yrs ,Graduate,Business,,0.0,0,0,0,Not Applicable - because neither ends of my trip is home. .,5,3,7,8,1,3,1,3,2,1,1,8,1,3
310,310,Deepanjali Nagar (purple line),"Dr. B. R. Ambedkar Station, Vidhana Soudha (purple line)","Chokkanahalli main road, bharathiya city, 560064",Home,"Karyasiddhi anjineya temple, giri nagar",Social,10:50:00,Metro + Bus ,120,Ola/Uber car ,15,2 km to 2.5 km ,7,Walk ,4,< 0.5 km ,,For both access and egress trips ,3.0,2.0,Metro card ,60,No crowding  - 50-75% of seats occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,1.0,2,0,0,"No, I will not use a bicycle. .",5,4,1,6,3,2,5,1,3,0,6,1,4,1
311,311,Dasarahalli (green line),Goraguntepalya (green line),"Hebbal,hebbal bridge ",Work,"8th mile ,nagasandra",Home,10:20:00,Bus1 + Metro + Bus2 ,75,Walk ,5,< 0.5 km ,3,Walk ,7,0.5 to 1 km ,,For neither access nor egress trips ,2.0,9.0,Metro card ,0,No crowding  - 25-50% of seats occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Trade,Employed,,0.0,1,0,0,"No, I will not use a bicycle. .",5,4,2,1,4,2,1,2,4,0,1,1,1,2
312,312,Dasarahalli (green line),Mantri Square Sampige Road (green line),Mall,Shopping,RR layout ,School,10:50:00,Metro ,45,Auto Rickshaw ,15,3.5 km to 4 km ,6,Walk ,7,< 0.5 km ,,For access trip only ,,,Metro card ,200,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,4,3,1,1,8,1,1,0,5,1,4,1
313,313,Deepanjali Nagar (purple line),Baiyappanahalli (purple line),"Whitefield,  kadugude tree park ",Home,Karyasiddhi anjineya swami temple ,Social,10:58:00,Metro1 + Bus + Metro2 ,75,Auto Rickshaw ,15,3 km to 3.5 km ,8,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,3.0,2.0,Metro card ,60,No crowding  - 25-50% of seats occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,1.0,2,0,0,"No, I will not use a bicycle. .",5,4,1,6,5,2,7,1,4,0,5,1,4,1
314,314,Dasarahalli (green line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Tamil Nadu from Majestic ,Other,Near dasarahalli metro ,Home,11:10:00,Metro ,20,Walk ,2,< 0.5 km ,6,Walk ,10,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,35,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,"No, I will not use a bicycle. .",5,4,8,1,1,1,1,1,4,0,1,1,1,1
315,315,Dasarahalli (green line),Sandal Soap Factory (green line),Wtc ,Work,Near Saptagiri engineering college ,Other,10:45:00,Bus + Metro ,45,Walk ,2,< 0.5 km ,2,Walk ,3,< 0.5 km ,,For neither access nor egress trips ,2.0,10.0,Metro card ,20,No crowding  - 25-50% of seats occupied ,Female,Not eligible ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",5,4,2,8,2,1,1,1,4,0,1,1,1,1
316,316,Deepanjali Nagar (purple line),Cubbon Park (purple line),"MG road, crown point building ",Work,"Deepanjali nagar,  near bhanshankramma temple ",Home,11:25:00,Metro ,35,Walk ,5,< 0.5 km ,7,Walk ,15,1 km to 1.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 50-75% of seats occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",5,4,2,1,1,2,1,3,4,0,1,1,1,3
317,317,Dasarahalli (green line),Mantri Square Sampige Road (green line),Mantri mall,Friend,Dasarahalli prashanth nagar,Friend,11:30:00,Metro ,30,Auto Rickshaw ,10,1 km to 1.5 km ,7,Walk ,5,< 0.5 km ,,For access trip only ,,,Metro card ,72,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",5,4,7,7,1,2,3,1,1,0,5,1,3,1
318,318,Dasarahalli (green line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)","Majestic, final destination to Davangere",Other,Soldevanahalli,School,11:00:00,Bus + Metro ,60,Walk ,15,1.5 km to 2 km ,2,Walk ,5,< 0.5 km ,,For access trip only ,2.0,10.0,No ,33,No crowding  - 25-50% of seats occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,"No, I will not use a bicycle. .",5,4,8,3,2,1,4,1,1,0,1,1,3,1
319,319,Deepanjali Nagar (purple line),Baiyappanahalli (purple line),"Gayathri layout,  towards buttarhalli, KRPuram",Home,Sri karyasiddhi anjineya swami temple ,Social,11:15:00,Metro + Bus ,60,Auto Rickshaw ,15,3 km to 3.5 km ,7,Walk ,15,1 km to 1.5 km ,,For neither access nor egress trips ,4.0,5.0,Metro card ,50,No crowding  - Most ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,46-60 yrs ,10th,Unemployed,,0.0,2,0,0,"No, I will not use a bicycle. .",5,4,1,6,3,4,7,3,4,0,5,1,4,3
320,320,Dasarahalli (green line),Rajajinagar (green line),"rajaji nagar, near ananya hospital ",School,"Laurel heights, dasarahalli ",Home,11:30:00,Metro ,30,Dropped-off by friends/others ,10,3 km to 3.5 km ,10,Walk ,7,0.5 to 1 km ,,For access trip only ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Student,,1.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,3,1,1,1,7,2,1,0,8,1,4,2
321,321,Deepanjali Nagar (purple line),Baiyappanahalli (purple line),"Pariksha bhavan, BeD office, ",Other,Hoskote,Other,11:10:00,"Bus1,metro1,bus2,bus3",180,Walk ,12,1 km to 1.5 km ,10,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,5.0,10.0,No ,120,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,10th,Employed,,2.0,1,0,0,"No, I will not use a bicycle. .",5,4,8,8,0,3,3,1,4,1,1,1,3,1
322,322,Dasarahalli (green line),Indiranagar (purple line),Indiranagar Mc Donald's ,Friend,AIMS college ,School,10:00:00,Bus + Metro ,180,Walk ,2,< 0.5 km ,5,Walk ,7,0.5 to 1 km ,,For neither access nor egress trips ,7.0,6.0,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,0,0,0,"No, I will not use a bicycle. .",5,4,7,3,2,1,1,2,4,0,1,1,1,2
323,323,Dasarahalli (green line),Mahalakshmi (green line),Mahalakshmi ganesha temple,Friend,Chikbanavara ,Home,11:40:00,Bus + Metro ,90,Walk ,5,< 0.5 km ,5,Dropped-off by friends/others ,3,1.5 km to 2 km ,2.0,For access trip only ,6.0,4.0,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,"50,001 – 1,00,000",1.0,2,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,7,1,2,1,1,4,1,0,1,8,1,3
324,324,Dasarahalli (green line),Baiyappanahalli (purple line),"Sri sathya Sai hospital, Whitefield ",Work,Saptagiri college ,Home,12:00:00,"Bus1,metro1,bus2,metro2",135,Walk ,5,< 0.5 km ,3,Walk ,8,0.5 to 1 km ,,For neither access nor egress trips ,3.0,5.0,Metro card ,0,No crowding  - 50-75% of seats occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0.0,1,0,0,"No, I will not use a bicycle. .",5,4,2,1,0,1,1,2,4,0,1,1,1,2
325,325,Deepanjali Nagar (purple line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)","Venkat school,  rajajinagar ",School,"Deepanjali nagar, ",Home,12:25:00,Metro + Bus ,35,Walk ,10,< 0.5 km ,7,Walk ,8,< 0.5 km ,,For neither access nor egress trips ,6.0,5.0,No ,20,No crowding  - 50-75% of seats occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was not making this trip earlier ,46-60 yrs ,10th,Unemployed,,0.0,0,0,0,"No, I will not use a bicycle. .",5,4,3,1,3,4,1,1,4,0,1,1,1,1
326,326,Dasarahalli (green line),South End Circle (green line),"Jk shah classes,South end circle ",Other,People tree hospital ,Home,00:35:00,Metro ,35,Walk ,8,0.5 to 1 km ,9,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Student,,1.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,8,1,1,1,2,1,4,0,1,1,2,1
327,327,Dasarahalli (green line),National College (green line),Gavipuram ,Home,Dasahalli ,Friend,12:15:00,Metro ,60,Dropped-off by friends/others ,20,> 5 km ,6,Auto Rickshaw ,10,4 km to 4.5 km ,5.0,For neither access nor egress trips ,,,Metro card ,80,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,1.0,2,0,0,"No, I will not use a bicycle. .",5,4,1,7,1,2,11,9,4,0,8,5,5,5
328,328,Deepanjali Nagar (purple line),Baiyappanahalli (purple line),"KR puram, A narayanapura",Home,"BHEL, deepanjali nagar towards mysore road",Work,12:30:00,Metro + Bus ,60,Walk ,10,< 0.5 km ,7,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,10.0,2.0,Metro card ,0,No crowding  - Most ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Postgraduate,Employed,>2 Lakhs,0.0,1,0,0,"No, I will not use a bicycle. .",5,4,1,2,3,2,1,1,4,0,1,1,1,1
329,329,Dasarahalli (green line),Rajajinagar (green line),Rajajinagar metro,Other,Bgalagunte ,Home,12:30:00,Metro ,40,Ola/Uber car ,10,2.5 km to 3 km ,4,Dropped-off by friends/others ,15,2 km to 2.5 km ,5.0,For access trip only ,,,Metro card ,100,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will not make this trip ,I was not making this trip earlier ,18-25 yrs ,Trade,Employed,"25,001 – 50,000",0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,8,1,1,1,6,5,1,0,6,8,4,4
330,330,Dasarahalli (green line),National College (green line),National College ,Other,"Dasarahalli,tumkur road ",Work,12:30:00,Metro ,75,Dropped-off by friends/others ,30,> 5 km ,9,Walk ,2,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,>2 Lakhs,1.0,2,0,0,"No, I will not use a bicycle. .",5,4,8,2,1,2,11,1,4,0,8,1,5,1
331,331,Nagasandra (green line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Vidhana soudha,Other,Eight mile,Work,14:32:00,Metro ,50,Two-Wheeler ,5,0.5 to 1 km ,4,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 50-75% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Doctorate,Employed,>2 Lakhs,1.0,1,0,0,"No, I will not use a bicycle. .",5,4,8,2,1,3,2,1,4,1,3,1,2,1
332,332,Nagasandra (green line),Lalbagh (green line),Lalbagh ,Social,Christ University ,School,14:30:00,Metro ,30,Auto Rickshaw ,10,0.5 to 1 km ,10,Walk ,5,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,30,No crowding  - 50-75% of seats occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,>2 Lakhs,1.0,1,1,0,"No, I will not use a bicycle. .",5,4,6,3,1,1,2,2,3,0,5,1,2,2
333,333,Peenya (green line),Sandal Soap Factory (green line),Orion mall ,Shopping,Platinum City ,Home,14:45:00,Metro ,20,Walk ,10,0.5 to 1 km ,10,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Student,>2 Lakhs,0.0,0,0,0,"No, I will not use a bicycle. .",5,4,4,1,1,1,2,1,4,0,1,1,2,1
334,334,Peenya (green line),Lalbagh (green line),West gate,Home,Bfw company,Work,14:45:00,Metro ,60,Walk ,1,1.5 km to 2 km ,6,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,Bus,Bus,18-25 yrs ,Graduate,Student,"25,001 – 50,000",0.0,0,0,0,"No, I will not use a bicycle. .",5,4,1,2,1,1,4,2,4,1,1,1,3,2
335,335,Peenya (green line),Chickpet (green line),Sudarshan silk Chickpete ,Shopping,Vidhiyaraniyapura,Home,14:45:00,Metro ,60,Two-Wheeler ,15,4.5 km to 5 km ,5,Walk ,5,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Employed,"1,00,001 – 2,00,000",1.0,1,0,0,"No, I will not use a bicycle. .",5,4,4,1,1,3,10,2,4,1,3,1,5,2
336,336,Peenya (green line),Baiyappanahalli (purple line),White field,Home,Malur,Home,07:30:00,Train metro,90,Auto Rickshaw ,20,> 5 km ,6,Walk ,8,0.5 to 1 km ,,For neither access nor egress trips ,0.0,5.0,No ,230,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Postgraduate,Employed,"50,001 – 1,00,000",0.0,0,0,0,"No, I will not use a bicycle. .",5,4,1,1,0,2,11,2,4,1,5,1,5,2
337,337,Banashankari (green line),Yeshwanthpur (green line),Yeshwantpur metro station ,Other,Silk board ,Home,14:00:00,Bus + Metro ,90,Walk ,7,0.5 to 1 km ,5,Dropped-off by friends/others ,20,4.5 km to 5 km ,5.0,For both access and egress trips ,7.0,6.0,No ,42,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Employed,,0.0,2,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,8,1,2,1,2,10,3,0,1,8,2,5
338,338,Banashankari (green line),Baiyappanahalli (purple line),Byapanahalli ,Friend,"Near D mart, devegowda petrol bunk",Other,14:45:00,Bus + Metro ,60,Walk ,10,0.5 to 1 km ,2,Dropped-off by friends/others ,15,1 km to 1.5 km ,4.0,For neither access nor egress trips ,3.0,9.0,Metro card ,10,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Not eligible ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Employed,,0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,7,8,2,1,2,3,4,0,1,8,2,3
339,339,Vijayanagar (purple line),Jayaprakash Nagar (green line),BTM layout 2nd stage ,Friend,"4th main, MRCR layout,  magadi main road ",Other,02:40:00,Metro ,50,Ola/Uber car ,3,1 km to 1.5 km ,10,Ola/Uber car ,15,> 5 km ,5.0,For neither access nor egress trips ,,,No ,200,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Postgraduate,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",5,4,7,8,1,2,3,11,4,0,6,6,3,5
340,340,Nagasandra (green line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Gangapura,Social,Bagulgunte,Home,14:50:00,Metro Train,900,Two-Wheeler ,5,1.5 km to 2 km ,0,Walk ,15,2 km to 2.5 km ,,For neither access nor egress trips ,10.0,30.0,Metro card ,4000,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Employed,,1.0,1,1,0,"No, I will not use a bicycle. .",5,4,6,1,0,3,4,5,4,1,3,1,3,4
