,Unnamed: 0,M_ORIGIN,M_DESTINATION,D_LANDMARK,D_TYPE,O_LANDMARK,O_TYPE,START_TIME,TRIP_SEQUENCE,TOTAL_TIME,ACCESS_MODE,ACCESS_TIME,ACCESS_DISTANCE,WT_FS,EGRESS_MODE,EGRESS_TIME,EGRESS_DISTANCE,WT_FIS,BICYCLE_USE,TRANSFER_TIME,WAITING_TIME_SECOND_STOP,PASS,TOTAL_COST,CROWDING,GENDER,S_1,S_2,S_3,AGE,EDUCATION,OCCUPATION,INCOME,CARS,TWO_WHEELER,N_BICYCLES,OTHERS,PARKING,PARK_RENT,PARK,DESTINATION,ORIGIN,TRIP,AGE_C,ACCESS_DIS,EGRESS_DIS,RENT_BICYCLE,MALE,ACCESS_M,EGRESS_M,ACCESS_DIS_B,EGRESS_DIS_B
646,646,National College (green line),Trinity (purple line),Desi restaurant near trinity,Home,Jain college ,School,16:00:00,Metro ,25,Walk ,7,0.5 to 1 km ,9,Walk ,10,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,2,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,1,3,1,1,2,2,3,0,1,1,2,2
647,647,"Sir.M.Visvesvaraya Stn., Central College (purple line)",Banashankari (green line),Banashankari temple ,Social,UVCE ,Other,16:20:00,Metro ,30,Walk ,2,< 0.5 km ,7,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Postgraduate,Employed,,0.0,0,0,0,Not Applicable - because neither ends of my trip is home. .,5,3,6,8,1,1,1,1,4,0,1,1,1,1
648,648,"Dr. B. R. Ambedkar Station, Vidhana Soudha (purple line)",Vajarahalli (green line),"A2b,vajarahalli",Home,"Vasanth nagar, mount Carmel college ",School,15:30:00,Metro ,60,Auto Rickshaw ,10,1 km to 1.5 km ,4,Walk ,6,< 0.5 km ,,For access trip only ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,1,3,1,1,3,1,1,0,5,1,3,1
649,649,"Sir.M.Visvesvaraya Stn., Central College (purple line)",Attiguppe (purple line),Good will appartment near,Home,Technical education building ,Work,16:20:00,Metro ,60,Walk ,15,0.5 to 1 km ,8,Walk ,15,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"50,001 – 1,00,000",0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,1,2,1,2,2,2,4,1,1,1,2,2
650,650,Baiyappanahalli (purple line),Chickpet (green line),Chikpete,Shopping,Mahadevpura,Home,16:15:00,Bus + Metro ,60,Walk ,10,0.5 to 1 km ,5,Walk ,12,1 km to 1.5 km ,,For neither access nor egress trips ,5.0,5.0,Metro card ,20,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Business,,0.0,1,0,0,"No, I will not use a bicycle. .",5,4,4,1,2,2,2,3,4,1,1,1,2,3
651,651,Trinity (purple line),Attiguppe (purple line),Papreddy palya,Home,"Trinity, near metro station ",Work,16:05:00,Metro ,45,Walk ,5,< 0.5 km ,5,Two-Wheeler ,10,1.5 km to 2 km ,,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Employed,"50,001 – 1,00,000",0.0,2,0,0,"No, I will not use a bicycle. .",5,4,1,2,1,3,1,4,4,1,1,3,1,3
652,652,Mysore Road (purple line),Cubbon Park (purple line),Vasanth nagar,Friend,PES college ,School,16:45:00,Metro ,40,Walk ,10,0.5 to 1 km ,5,Walk ,15,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,"25,001 – 50,000",2.0,3,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,7,3,1,1,2,2,3,1,1,1,2,2
653,653,"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Baiyappanahalli (purple line),KR purum ,School,Vijaynagar ,School,17:10:00,Metro ,60,Walk ,10,0.5 to 1 km ,5,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 50-75% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Student,,0.0,1,0,0,Not Applicable - because neither ends of my trip is home. .,5,3,3,3,1,1,2,2,4,1,1,1,2,2
654,654,"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Pattanagere (purple line),Pattanagare,Friend,Avalahalli,Home,16:00:00,Bus + Metro ,90,Walk ,5,< 0.5 km ,5,Dropped-off by friends/others ,7,1.5 km to 2 km ,3.0,For neither access nor egress trips ,5.0,3.0,No ,68,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,"<=10,000",0.0,1,0,0,"No, I will not use a bicycle. .",5,4,7,1,2,1,1,4,4,1,1,8,1,3
655,655,Trinity (purple line),Banashankari (green line),"Kumarswamy layout, near dayanandh Sagar college ",Home,"UTI mutual fund banglore, MG road ",Work,17:20:00,Metro ,60,Walk ,15,< 0.5 km ,5,Walk ,20,1 km to 1.5 km ,,For both access and egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Employed,,1.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,1,2,1,1,1,3,3,1,1,1,1,3
656,656,Baiyappanahalli (purple line),Rajarajeshwari Nagar (purple line),Double road ,Home,Rr nagar ,Work,17:00:00,Bus + Metro ,60,Walk ,20,1.5 km to 2 km ,5,Auto Rickshaw ,10,2 km to 2.5 km ,2.0,For both access and egress trips ,5.0,7.0,Metro card ,70,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,1.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,1,2,2,1,4,5,3,1,1,5,3,4
657,657,Cubbon Park (purple line),Kengeri (purple line),Kengeri kumbal kudu,Home,Ub city,School,17:00:00,Metro + Bus ,80,Walk ,10,0.5 to 1 km ,5,Walk ,5,< 0.5 km ,,For access trip only ,5.0,5.0,Metro card ,57,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,"No, I will not use a bicycle. .",5,4,1,3,3,1,2,1,1,1,1,1,2,1
658,658,Kengeri (purple line),Rashtreeya Vidyalaya Road (green line),"Btm layout, SILK board",Home,KENGERI ,Other,18:12:00,Metro ,40,Walk ,5,< 0.5 km ,5,Auto Rickshaw ,15,> 5 km ,8.0,For egress trip only ,,,No ,120,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,>2 Lakhs,1.0,2,1,0,"No, I will not use a bicycle. .",5,4,1,8,1,1,1,11,2,1,1,5,1,5
659,659,Jnanabharathi (purple line),Mahakavi Kuvempu Road (green line),Kuvempu road,Home,Bidadi ,Work,17:30:00,Metro ,45,Office vehicle,40,> 5 km ,5,Walk ,2,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"10,001 – 25,000",0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,1,2,1,2,11,1,4,1,10,1,5,1
0,0,Mantri Square Sampige Road (green line),Krantivira Sangolli Rayanna Railway Station (purple line),"Beni mill, near 500m from krantiveerasangoli rayanna metro station ",Work,"Sampige theater , near mantri Square ",Home,08:30:00,Metro ,30,Walk ,3,< 0.5 km ,5,Walk ,5,0.5 to 1 km ,,For neither access nor egress trips ,,,No ,15,No crowding  - 50-75% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,10th,Employed,,1.0,1,0,0,"No, I will not use a bicycle. .",15,4,2,1,1,3,1,2,4,1,1,1,1,2
1,1,Srirampura (green line),Kengeri (purple line),Surana collage ,School,"Srirampura, bendireddy circle ",Home,08:20:00,Metro + Bus ,45,Dropped-off by friends/family members/others ,6,1.5 km to 2 km ,5,Walk ,2,< 0.5 km ,,For neither access nor egress trips ,3.0,2.0,Metro card ,0,No crowding  - Most ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Student,,1.0,2,1,0,"No, I will not use a bicycle. .",15,4,3,1,3,1,4,1,4,0,8,1,3,1
2,2,Krantivira Sangolli Rayanna Railway Station (purple line),Vijayanagar (purple line),"Near water tank , Vijaynagar",Friend,Majestic railway station ,Shopping,08:45:00,Metro ,35,Walk ,5,0.5 to 1 km ,3,Walk ,8,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,26-35 yrs ,Graduate,Employed,"50,001 – 1,00,000",0.0,0,0,0,Not Applicable - because neither ends of my trip is home. .,15,3,7,4,1,2,2,2,4,1,1,1,2,2
3,3,Mantri Square Sampige Road (green line),Kengeri Bus Terminal (purple line),Wonder la amusement park ,Social,8th cross malleswaram,Home,08:30:00,Metro + Bus ,120,Walk ,18,1.5 km to 2 km ,1,Walk ,5,0.5 to 1 km ,,For access trip only ,2.0,7.0,No ,77,No crowding  - 50-75% of seats occupied ,Female,Not eligible ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,"25,001 – 50,000",0.0,0,0,0,"No, I will not use a bicycle. .",15,4,6,1,3,1,4,2,1,0,1,1,3,2
4,4,Chickpet (green line),Mahalakshmi (green line),Geleyara balaga ,Home,Flower market ,Shopping,09:10:00,Metro ,30,Walk ,7,0.5 to 1 km ,5,Auto Rickshaw ,7,1.5 km to 2 km ,3.0,For neither access nor egress trips ,,,Metro card ,30,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,46-60 yrs ,10th,Daily,,0.0,1,0,0,"No, I will not use a bicycle. .",15,4,1,4,1,4,2,4,4,0,1,5,2,3
5,5,Chickpet (green line),National College (green line),Sagarchandrama hospital ,School,Cotton pete,Home,09:00:00,Metro ,30,Walk ,15,0.5 to 1 km ,5,Walk ,3,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Trade,Student,,0.0,1,0,0,"No, I will not use a bicycle. .",15,4,3,1,1,1,2,1,4,0,1,1,2,1
6,6,Chickpet (green line),Nagasandra (green line),Nelamangla town police station ,Home,Chikpete flower market  ,Shopping,09:30:00,Metro ,60,Walk ,10,0.5 to 1 km ,5,Drove and parked a two-Wheeler ,30,> 5 km ,,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Trade,Business,,0.0,2,0,0,"No, I will not use a bicycle. .",15,4,1,4,1,2,2,11,4,0,1,3,2,5
7,7,Chickpet (green line),Rajajinagar (green line),"Rajajinagar,near navrang theatre ",School,"Chickpete,kr market mosque",Home,09:30:00,Metro ,30,Walk ,6,< 0.5 km ,5,Walk ,6,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,3,1,1,1,1,1,4,0,1,1,1,1
8,8,Kengeri (purple line),Baiyappanahalli (purple line),"Whitefield, primico union city",Work,Sun city main road kengeri,Home,09:30:00,Metro ,120,Drove and parked a two-Wheeler ,5,0.5 to 1 km ,8,Office cab,45,> 5 km ,8.0,For access trip only ,,,Metro card ,0,No crowding  - 50-75% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,26-35 yrs ,Graduate,Employed,"50,001 – 1,00,000",0.0,1,0,0,"No, I will not use a bicycle. .",15,4,2,1,1,2,2,11,1,1,3,10,2,5
9,9,Kengeri Bus Terminal (purple line),National College (green line),"Basavangudi main road,  near gandhi bazar, near metro station ",Friend,"Kengeri, near railway station upa nagar",Home,09:30:00,Metro ,60,Walk ,15,1 km to 1.5 km ,6,Bicycle ,10,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Postgraduate,Employed,,0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,7,1,1,2,3,2,3,0,1,2,3,2
10,10,Kengeri Bus Terminal (purple line),Pattanagere (purple line),Rv college ,School,Kengeri police station ,Home,09:30:00,Metro ,25,Walk ,10,0.5 to 1 km ,6,Walk ,5,< 0.5 km ,,For access trip only ,,,Metro card ,10,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Student,"1,00,001 – 2,00,000",2.0,0,1,0,"No, I will not use a bicycle. .",15,4,3,1,1,1,2,1,1,1,1,1,2,1
11,11,Kengeri (purple line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Majestic bus station ,Shopping,"Kumblugudu, Rajarajashweri engineering college ",School,09:30:00,Bus + Metro ,60,Walk ,3,< 0.5 km ,5,Walk ,15,1.5 km to 2 km ,,For egress trip only ,5.0,4.0,No ,51,No crowding  - 50-75% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,>2 Lakhs,2.0,3,0,0,Not Applicable - because neither ends of my trip is home. .,15,3,4,3,2,1,1,4,2,1,1,1,1,3
12,12,Chickpet (green line),Cubbon Park (purple line),MG road side,Shopping,Near metro,Home,09:45:00,Metro ,15,Walk ,7,< 0.5 km ,5,Walk ,7,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,,0.0,1,0,0,"No, I will not use a bicycle. .",15,4,4,1,1,1,1,2,4,0,1,1,1,2
13,13,Chickpet (green line),South End Circle (green line),Opposite to metro station ,Work,Sumthinath apartments ,Home,09:50:00,Metro ,20,Walk ,5,< 0.5 km ,6,Walk ,2,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,1.0,1,0,0,"No, I will not use a bicycle. .",15,4,2,1,1,1,1,1,4,0,1,1,1,1
14,14,Kengeri Bus Terminal (purple line),Swami Vivekananda Road (purple line),Itpl,Work,"Kengeri,Srinivasapura ,Aditya bakery ",Home,09:30:00,Bus1 + Metro + Bus2 ,120,Walk ,5,< 0.5 km ,2,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,5.0,10.0,Metro card ,10,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Employed,,1.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,2,1,4,3,1,1,4,1,1,1,1,1
15,15,Kengeri Bus Terminal (purple line),Baiyappanahalli (purple line),"Mahadevapura, bagmane tech park ",Work,"Kengeri,bgs hospital ",Home,09:30:00,Bus + Metro ,105,Walk ,5,< 0.5 km ,5,Office shuttle bus,30,> 5 km ,5.0,For neither access nor egress trips ,4.0,3.0,Metro card ,5,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Employed,"25,001 – 50,000",1.0,1,0,0,"No, I will not use a bicycle. .",15,4,2,1,2,3,1,11,4,1,1,9,1,5
16,16,Rajarajeshwari Nagar (purple line),Baiyappanahalli (purple line),"Ramamurthi nagar, Royal concord",School,"Nagarabhavi, panacea hospital ",Home,09:20:00,Metro ,110,Drove and parked a two-Wheeler ,23,3 km to 3.5 km ,9,Ola/Uber car ,30,> 5 km ,10.0,For both access and egress trips ,,,Metro card ,40,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Postgraduate,Employed,>2 Lakhs,2.0,3,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,3,1,1,2,7,11,3,1,3,6,4,5
17,17,Rajarajeshwari Nagar (purple line),Swami Vivekananda Road (purple line),"Yamlur, near landmark building, division techno police yamlur",Work,Krishna garden RR nagar,Home,09:45:00,Bus + Metro ,135,Walk ,8,1 km to 1.5 km ,7,Office bus,20,> 5 km ,10.0,For access trip only ,4.0,6.0,Metro card ,15,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Postgraduate,Employed,"25,001 – 50,000",0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,2,1,2,3,3,11,1,1,1,9,3,5
18,18,Kengeri (purple line),"Dr. B. R. Ambedkar Station, Vidhana Soudha (purple line)","Infantry road, opp coffee board",Work,Kengeri upa nagar ,Home,09:15:00,Metro ,60,Drove and parked a two-Wheeler ,10,4.5 km to 5 km ,6,Walk ,10,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,30,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,1.0,2,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,2,1,1,2,10,2,3,1,3,1,5,2
19,19,Chickpet (green line),Halasuru (purple line),"Halasuru ,near arc",Work,Chickpete flower market ,Shopping,10:10:00,Metro ,30,Walk ,10,< 0.5 km ,6,Walk ,15,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,46-60 yrs ,10th,Daily,,0.0,1,0,0,"No, I will not use a bicycle. .",15,4,2,4,1,4,1,2,4,0,1,1,1,2
20,20,Chickpet (green line),Banashankari (green line),Near temple ,Other,Chikpete OTC road,Home,10:15:00,Metro ,30,Walk ,10,0.5 to 1 km ,5,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,24,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,26-35 yrs ,Graduate,Employed,,0.0,2,0,0,"No, I will not use a bicycle. .",15,4,8,1,1,2,2,2,4,0,1,1,2,2
21,21,Jayaprakash Nagar (green line),Trinity (purple line),"Trinity, near axis bank",Work,JP nagar 1st phase,Home,09:45:00,Metro ,45,Walk ,10,< 0.5 km ,5,Walk ,4,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Postgraduate,Employed,,1.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,2,1,1,2,1,1,4,0,1,1,1,1
22,22,Rajarajeshwari Nagar (purple line),Baiyappanahalli (purple line),"Mahadevpura, Samsung building",Work,"RR nagar, Cafe down valley",Home,10:16:00,Metro ,90,Walk ,10,1.5 km to 2 km ,7,Dropped-off by friends/family members/others ,30,> 5 km ,0.0,For access trip only ,,,No ,50,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,>2 Lakhs,1.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,2,1,1,2,4,11,1,1,1,8,3,5
23,23,Chickpet (green line),Swami Vivekananda Road (purple line),HAL road,Work,Chikpete near metro,Other,10:30:00,Metro ,25,Walk ,5,< 0.5 km ,5,Dropped-off by friends/family members/others ,10,3.5 km to 4 km ,5.0,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Employed,,0.0,1,0,0,"No, I will not use a bicycle. .",15,4,2,8,1,1,1,8,4,0,1,8,1,4
24,24,Chickpet (green line),Nagasandra (green line),Nelmangala ,Home,Chickpete market,Shopping,10:30:00,Metro + Bus ,60,Walk ,10,0.5 to 1 km ,6,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,6.0,3.0,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,10th,Unemployed,,0.0,1,0,0,"No, I will not use a bicycle. .",15,4,1,4,3,2,2,1,4,0,1,1,2,1
25,25,Deepanjali Nagar (purple line),Mahatma Gandhi Road (purple line),"MG road, UFC bank",Other,"Nagarbhavi, Aryan presidency school",Home,10:30:00,Metro ,40,Dropped-off by friends/family members/others ,6,2.5 km to 3 km ,2,Walk ,2,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Postgraduate,Student,"1,00,001 – 2,00,000",1.0,3,0,0,"No, I will not use a bicycle. .",15,4,8,1,1,1,6,1,4,1,8,1,4,1
26,26,Swami Vivekananda Road (purple line),Nagasandra (green line),"Kunigal,race course road through ksrtc ",Social,HAL,Work,10:30:00,Metro ,105,Dropped-off by friends/family members/others ,20,2.5 km to 3 km ,1,Ksrtc bus,60,> 5 km ,15.0,For access trip only ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,46-60 yrs ,Trade,Employed,"50,001 – 1,00,000",0.0,1,0,0,Not Applicable - because neither ends of my trip is home. .,15,3,6,2,1,4,6,11,1,1,8,12,4,5
27,27,Chickpet (green line),Sandal Soap Factory (green line),Varthur,Home,Orion mall,Shopping,09:00:00,Bus + Metro ,210,Walk ,5,< 0.5 km ,15,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,10.0,8.0,Ordinary Day Pass ,25,Low crowding - All seats AND up to 25% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Student,,1.0,1,0,0,"No, I will not use a bicycle. .",15,4,1,4,2,2,1,1,4,0,1,1,1,1
28,28,Chickpet (green line),Magadi Road (purple line),Andrahalli,Home,Chikpete,Shopping,11:10:00,Metro ,60,Walk ,5,0.5 to 1 km ,8,Auto Rickshaw ,15,> 5 km ,5.0,For neither access nor egress trips ,,,Metro card ,50,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,36-45 yrs ,12th,Unemployed,,0.0,1,0,0,"No, I will not use a bicycle. .",15,4,1,4,1,3,2,11,4,0,1,5,2,5
29,29,Chickpet (green line),Srirampura (green line),Near chowdeshwari temple ,Home,Chikpete market ,Shopping,11:15:00,Metro ,15,Walk ,7,< 0.5 km ,8,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,No ,15,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,> 60 yrs ,12th,Unemployed,,0.0,0,0,0,"No, I will not use a bicycle. .",15,4,1,4,1,5,1,2,4,1,1,1,1,2
30,30,Chickpet (green line),Rajajinagar (green line),"Rajajinagar,tata showroom ",Home,Chickpete market,Shopping,11:10:00,Metro ,25,Walk ,15,0.5 to 1 km ,8,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Unemployed,,1.0,1,0,0,"No, I will not use a bicycle. .",15,4,1,4,1,3,2,2,4,0,1,1,2,2
31,31,Baiyappanahalli (purple line),Pattanagere (purple line),Global village ,Work,"Thanisandhra, venkateshpura",Home,10:00:00,Metro ,120,Dropped-off by friends/family members/others ,35,> 5 km ,1,Auto Rickshaw ,15,2.5 km to 3 km ,0.0,For neither access nor egress trips ,,,Metro card ,60,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,1.0,1,0,0,"No, I will not use a bicycle. .",15,4,2,1,1,2,11,6,4,0,8,5,5,4
32,32,Jnanabharathi (purple line),National College (green line),"Jayanagar,4th block,Oraiyan group properties and construction ",Work,"Shivu layout,marriappana palya",Home,11:25:00,Bus1 + Metro + Bus2 ,60,Walk ,2,< 0.5 km ,3,Walk ,5,< 0.5 km ,,For both access and egress trips ,5.0,7.0,Metro card ,20,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,"25,001 – 50,000",0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,2,1,4,1,1,1,3,1,1,1,1,1
33,33,Chickpet (green line),Rajajinagar (green line),Maramma temple ,Home,Chickpete market ,Shopping,11:25:00,Metro ,45,Walk ,5,0.5 to 1 km ,8,Walk ,5,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,1,1,0,"No, I will not use a bicycle. .",15,4,1,4,1,1,2,2,4,0,1,1,2,2
