ID,USE,ACCESS_TIME,ACCESS_DISTANCE,EGRESS_DISTANCE,EGRESS_TIME,ALT1,ALT2,ALT3,WB,AGE,GENDER,UNO,SERO,VEHICLE,RENT,ACCESS,EGRESS,CYCLE
76,1,1.4399999999999997,0.288,0.36,1.7999999999999998,1,0,0,0,22.0,0,1,0,1,15,0,1,0
81,4,0.7199999999999999,0.144,0.72,3.5999999999999996,0,0,1,0,30.0,0,1,0,1,15,0,1,0
83,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,22.0,0,1,0,0,15,0,1,0
88,4,4.319999999999999,0.8639999999999999,0.36,1.7999999999999998,0,0,1,1,30.0,0,1,0,1,15,0,1,0
90,4,2.52,0.504,0.36,1.7999999999999998,0,0,1,0,40.0,0,1,0,1,15,0,1,0
92,2,3.5999999999999996,0.72,0.72,3.5999999999999996,0,1,0,1,22.0,0,1,0,1,15,0,1,0
93,2,4.319999999999999,0.8639999999999999,0.36,1.7999999999999998,0,1,0,0,22.0,0,1,0,1,15,0,1,0
95,4,1.7999999999999998,0.36,0.504,2.52,0,0,1,0,22.0,0,1,0,1,15,0,1,0
96,4,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,0,1,1,22.0,0,1,0,1,15,0,1,0
101,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,22.0,0,1,0,1,15,0,1,1
102,1,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,1,0,0,0,22.0,1,1,0,1,15,0,1,1
103,1,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,1,0,0,0,22.0,1,1,0,1,15,0,1,0
106,2,1.7999999999999998,0.36,1.7999999999999998,8.999999999999998,0,1,0,0,22.0,1,1,0,1,15,0,1,0
118,4,2.52,0.504,0.504,2.52,0,0,1,0,22.0,0,1,0,0,15,0,1,0
147,1,1.7999999999999998,0.36,0.72,3.5999999999999996,1,0,0,0,30.0,1,1,0,1,15,0,1,0
150,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,1,22.0,1,1,0,1,15,0,1,0
154,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,1,22.0,0,1,0,1,15,0,1,0
156,4,3.5999999999999996,0.72,0.144,0.7199999999999999,0,0,1,0,22.0,1,1,0,0,15,0,1,0
161,2,1.0799999999999998,0.21599999999999997,0.72,3.5999999999999996,0,1,0,0,22.0,1,1,0,1,15,0,1,1
166,4,7.199999999999999,1.44,0.72,3.5999999999999996,0,0,1,0,30.0,1,1,0,0,15,0,1,0
167,4,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,1,0,30.0,1,1,0,0,15,0,1,0
174,4,13.35,2.67,0.36,1.7999999999999998,0,0,1,1,22.0,1,1,0,1,15,0,1,0
177,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,22.0,1,1,0,0,15,0,1,0
181,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,65.0,1,1,0,1,15,0,1,0
189,2,1.7999999999999998,0.36,2.3520000000000003,11.760000000000002,0,1,0,0,22.0,0,1,0,1,15,0,1,1
190,2,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,0,1,0,0,22.0,0,1,0,1,15,0,1,0
196,4,2.52,0.504,0.504,2.52,0,0,1,1,22.0,0,1,0,1,15,0,1,0
203,1,1.7999999999999998,0.36,0.36,1.7999999999999998,1,0,0,0,22.0,1,1,0,1,15,0,1,1
216,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,22.0,1,1,0,0,15,0,1,0
217,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,1,30.0,1,1,0,0,15,0,1,0
219,4,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,0,1,1,22.0,1,1,0,0,15,0,1,0
222,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,1,30.0,1,1,0,0,15,0,1,0
224,4,3.5999999999999996,0.72,0.144,0.7199999999999999,0,0,1,1,30.0,1,1,0,0,15,0,1,0
225,4,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,1,0,22.0,1,1,0,0,15,0,1,0
228,4,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,0,0,1,1,30.0,1,1,0,0,15,0,1,0
236,4,1.4399999999999997,0.288,0.36,1.7999999999999998,0,0,1,0,54.0,1,1,0,1,15,0,1,1
243,4,1.0799999999999998,0.21599999999999997,0.144,0.7199999999999999,0,0,1,0,30.0,1,1,0,1,15,1,1,0
245,2,3.5999999999999996,0.72,0.72,3.5999999999999996,0,1,0,0,22.0,0,1,0,0,15,0,1,0
248,2,1.7999999999999998,0.36,0.36,1.7999999999999998,0,1,0,1,40.0,1,1,0,0,15,0,1,1
251,2,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,1,0,1,30.0,1,1,0,1,15,0,1,0
253,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,1,1,22.0,1,1,0,1,15,0,1,0
288,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,22.0,1,1,0,0,15,0,1,0
303,2,1.7999999999999998,0.36,0.504,2.52,0,1,0,1,22.0,0,1,0,1,15,0,1,0
311,4,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,0,1,1,54.0,0,1,0,1,15,0,1,0
313,2,1.7999999999999998,0.36,0.72,3.5999999999999996,0,1,0,1,30.0,0,1,0,1,15,0,1,1
318,4,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,0,1,0,22.0,1,1,0,0,15,0,1,0
319,4,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,0,1,0,22.0,1,1,0,1,15,0,1,0
350,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,1,0,22.0,0,1,0,0,15,0,1,0
352,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,1,30.0,1,1,0,1,15,0,1,0
359,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,0,22.0,1,1,0,0,15,0,1,0
364,4,2.52,0.504,0.72,3.5999999999999996,0,0,1,0,22.0,1,1,0,0,15,0,1,0
376,2,8.999999999999998,1.7999999999999998,0.144,0.7199999999999999,0,1,0,0,22.0,1,1,0,1,15,1,1,0
380,4,1.7999999999999998,0.36,1.44,7.199999999999999,0,0,1,0,22.0,1,1,0,1,15,0,1,0
384,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,1,22.0,1,1,0,0,15,0,1,0
386,1,2.52,0.504,0.504,2.52,1,0,0,0,22.0,1,1,0,0,15,0,1,0
397,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,1,22.0,1,1,0,1,15,0,1,0
437,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,1,40.0,0,1,0,1,15,0,1,1
442,4,3.5999999999999996,0.72,0.43199999999999994,2.1599999999999997,0,0,1,0,22.0,0,1,0,0,15,0,1,0
443,1,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,1,0,0,0,22.0,1,1,0,1,15,0,1,1
449,4,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,0,1,1,30.0,1,1,0,0,15,0,1,0
459,4,0.7199999999999999,0.144,1.0799999999999998,5.399999999999999,0,0,1,0,22.0,1,1,0,1,15,0,1,1
462,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,0,22.0,1,1,0,1,15,0,1,0
464,4,1.7999999999999998,0.36,0.21599999999999997,1.0799999999999998,0,0,1,1,30.0,1,1,0,1,15,0,1,0
472,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,0,22.0,0,1,0,1,15,0,1,0
475,4,1.7999999999999998,0.36,0.8639999999999999,4.319999999999999,0,0,1,0,30.0,1,1,0,0,15,0,1,0
478,4,1.7999999999999998,0.36,1.568,7.84,0,0,1,0,22.0,1,1,0,1,15,0,1,0
479,4,1.0799999999999998,0.21599999999999997,1.0799999999999998,5.399999999999999,0,0,1,0,22.0,0,1,0,1,15,0,1,0
482,4,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,1,1,22.0,1,1,0,0,15,0,1,0
488,1,3.5999999999999996,0.72,0.72,3.5999999999999996,1,0,0,1,30.0,1,1,0,1,15,0,1,0
517,4,2.52,0.504,0.9359999999999999,4.68,0,0,1,1,40.0,1,1,0,1,15,0,1,0
524,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,22.0,1,1,0,1,15,0,1,0
528,4,2.52,0.504,0.504,2.52,0,0,1,0,22.0,0,1,0,1,15,1,1,0
530,1,8.999999999999998,1.7999999999999998,1.0799999999999998,5.399999999999999,1,0,0,1,22.0,1,1,0,1,15,0,1,0
533,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,22.0,0,1,0,1,15,0,1,0
535,2,0.7199999999999999,0.144,0.36,1.7999999999999998,0,1,0,0,22.0,0,1,0,1,15,0,1,0
538,4,4.68,0.9359999999999999,0.576,2.8799999999999994,0,0,1,0,22.0,1,1,0,0,15,0,1,0
543,2,1.7999999999999998,0.36,0.504,2.52,0,1,0,1,22.0,1,1,0,0,15,0,1,0
547,4,1.7999999999999998,0.36,0.504,2.52,0,0,1,1,22.0,1,1,0,1,15,0,1,0
550,4,2.52,0.504,0.72,3.5999999999999996,0,0,1,1,30.0,1,1,0,1,15,0,1,0
559,4,1.7999999999999998,0.36,0.504,2.52,0,0,1,0,40.0,0,1,0,1,15,0,1,1
560,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,22.0,0,1,0,1,15,0,1,0
561,2,3.5999999999999996,0.72,0.21599999999999997,1.0799999999999998,0,1,0,1,40.0,1,1,0,1,15,0,1,1
562,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,54.0,0,1,0,0,15,0,1,0
563,4,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,0,1,0,40.0,0,1,0,1,15,0,1,0
